sampleName	Unnamed: 0	 	LabelObj	Surface(Pix)	Surface(Unit)	SurfaceCorr(Pix)	SurfaceNbPix	Channel	Frame
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	3063.0	3064.0	3074.0	9342.0	874.439	36.0	1558.0	1.0	1.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	3063.0	3064.0	3074.0	17756.0	882.645	93.333	2962.0	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	3060.75	3061.75	3074.75	9499.0	889.37375	33.333	1584.5	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	3063.0	3064.0	3074.0	17332.0	861.403	73.333	2894.0	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	3060.0	3061.0	3075.0	17096.0	1600.628	86.667	2854.0	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	3063.0	3064.0	3074.0	21192.0	1053.349	120.0	3540.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	3059.25	3060.25	3075.25	13060.0	1222.569	60.0	2179.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	3062.25	3063.25	3074.25	18356.0	912.501	93.333	3066.25	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	3063.75	3064.75	3073.75	9043.5	846.7185000000001	40.0	1509.0	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	3063.75	3064.75	3073.75	19436.0	966.34225	100.0	3250.25	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	3062.25	3063.25	3074.25	12806.5	1198.95225	66.667	2138.25	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	3060.75	3061.75	3073.75	23732.0	1179.7405	146.667	3962.25	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	3062.25	3063.25	3074.25	15350.5	1437.12675	86.667	2573.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	2787.0	2788.0	2800.0	29864.0	1484.543	216.0	4987.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	3060.0	3061.0	3075.0	14016.0	1311.887	80.0	2339.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	2830.5	2831.5	2844.5	22296.0	1108.4814999999999	153.333	3724.5	1.0	1.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	3061.5	3062.5	3074.5	35573.0	1768.2905	246.667	5940.5		
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	3059.25	3060.25	3075.25	18759.0	1755.83125	106.667	3132.25	1.0	1.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	3052.5	3053.5	3077.5	39204.0	1949.2240000000002	286.0	6548.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	3055.5	3056.5	3076.5	16670.0	1560.734	93.333	2782.5	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	3052.5	3053.5	3077.5	39104.0	1943.8475	271.333	6537.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	2985.75	2986.75	2995.75	6267.5	586.682	26.667	1046.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	2166.0	2167.0	2175.0	18512.0	920.427	140.0	3094.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	3063.0	3064.0	3074.0	8706.0	815.301	40.0	1452.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	2463.75	2464.75	2473.75	10606.5	527.0264999999999	73.333	1773.25	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	3063.0	3064.0	3074.0	5708.0	534.163	20.0	953.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	2780.25	2781.25	2791.25	6292.0	588.9865	26.667	1050.5		
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	2564.25	2565.25	2574.25	16455.0	817.83125	106.667	2749.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	3063.75	3064.75	3073.75	6979.5	653.4285	26.667	1165.75	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	2769.75	2770.75	2779.75	12209.5	606.93625	66.667	2038.75	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	3063.75	3064.75	3073.75	7482.5	700.45575	26.667	1247.75	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	2889.75	2890.75	2899.75	20085.0	998.43225	126.667	3352.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	3062.25	3063.25	3074.25	6942.0	649.8195000000001	26.667	1158.25	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	3060.0	3061.0	3072.0	26658.0	1325.598	160.0	4451.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	3063.0	3064.0	3074.0	13886.0	1300.246	73.333	2321.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	3060.0	3061.0	3072.0	26658.0	1325.598	160.0	4451.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	3057.0	3058.0	3076.0	12992.0	1216.296	60.0	2168.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	3061.5	3062.5	3074.5	17698.0	879.8425	93.333	2957.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	3063.0	3064.0	3074.0	13300.0	1245.216	66.667	2220.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	3055.5	3056.5	3068.5	30736.0	1527.5905	209.333	5135.5	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	3054.75	3055.75	3076.75	16711.0	1564.35	86.667	2789.75	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	3059.25	3060.25	3075.25	18268.0	908.303	93.333	3049.0	1.0	1.0
