sampleName	Unnamed: 0	 	Area	Mean	Min	Max	Frame	LabelObj	Volume(Pix)	Volume(Unit)	Channel
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	1209669400.5	1209669400.5	0.00018743806778625963	2510.6152637491987	2470.2288213405277	2617.4031750997397	0.03275616998200826	185210.42018842502	2560543.0706814067	772.3934143674522	0.03275616998200826
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	4596621205.0	4596621205.0	0.00020634404318479644	1385.8048873267905	1358.2755593003064	1488.8019681121873	0.017090885182960293	96222.13405625246	7994213.380991205	602.8680149435057	0.017090885182960293
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	7564061213.5	7564061213.5	0.00019684379978526553	1232.058962731318	1210.1785893738534	1355.7789841226224	0.013365418514064024	75228.62748514237	1173122.6655311792	353.8749706629508	0.013365418514064024
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	24366330202.66667	24366330202.66667	0.00020334748092717004	800.0555106683734	784.2899049498125	925.8122871693256	0.007497461404941279	42105.71547237639	2066855.7686919658	155.86788070315055	0.007497461404941279
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	1000364971.6666666	1000364971.6666666	0.00020052058686105968	2729.353176928403	2685.4652470400024	2841.696730375849	0.03586057699349003	203135.83415863613	1537766.9803489842	463.8706823721499	0.03586057699349003
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	4915709041.666667	4915709041.666667	0.00021259765019036563	1339.3808848935555	1312.1906470162726	1442.0600080380311	0.016536529019359297	93087.43150062772	5148742.073170062	388.28232407460024	0.016536529019359297
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	1472343763.5	1472343763.5	0.0001887585222987846	2319.191340581096	2281.5263883906146	2427.646536004537	0.02975296952953095	168289.00108513018	1404832.6387306168	423.77079067189686	0.02975296952953095
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	6089386006.666667	6089386006.666667	0.00020199896678233298	1242.737567546019	1217.1495067267847	1348.924043141018	0.014879877098673585	83745.50574753339	4291688.490452122	323.6492756344701	0.014879877098673585
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	2754073053.5	2754073053.5	0.00018418147087525099	1814.6541361772654	1782.9509729598649	1931.5512291488792	0.02197105814623549	123829.51650669052	1956554.5191964812	590.1988733611928	0.02197105814623549
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	14180890650.5	14180890650.5	0.0001996839320611113	923.06647022919	904.2655011206323	1034.527192933762	0.009806960168005705	55095.08790591524	3678610.334358536	277.4151790779749	0.009806960168005705
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	246781095.16666666	246781095.16666666	0.00024230133820584218	5062.389926756255	4981.3867079246575	5216.127992968415	0.069417665820472	397038.4302934349	6850835.030421995	2066.569062249206	0.069417665820472
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	2091130807.5	2091130807.5	0.00022132294410458906	1893.072480556825	1861.7349084697712	1982.840143230629	0.025104868516386592	141647.1205844562	7248582.723784285	546.637604419073	0.025104868516386592
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	255417200.5	255417200.5	0.0002879973514364465	5007.5684673902715	4909.205324096953	5196.821863438861	0.0683283784273348	390666.3279832419	4876042.593916257	1470.8688722722468	0.0683283784273348
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	1461376087.5	1461376087.5	0.00027195640833539323	2064.719217662611	2018.2393026316195	2193.668824615756	0.027281071215677754	130093.17379979751	7685422.035557873	579.5810992735679	0.027281071215677754
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	271306035.1666667	271306035.1666667	0.00023491766544327943	4846.309289220445	4770.554068333337	4990.947450739557	0.06640923512306457	379715.9303310189	4188021.816564813	1263.3258097468167	0.06640923512306457
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	1424423195.0	1424423195.0	0.00022216931356719568	2104.937264002434	2069.456092389101	2203.010809536738	0.02804060202163783	138637.6604394981	10516760.960516522	793.1008428414294	0.02804060202163783
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	17967097.666666668	17967097.666666668	0.00023978845649311976	14403.513500235911	14222.967817418466	14647.145028167157		1233347.0104260496	34228216.432030395	2581.2539425936907	
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	362587617.1666667	362587617.1666667	0.00018717493860898846	4315.152359076885	4257.745218840247	4433.451598237769	0.05802878243197044	330981.142134903	2153620.057097326	649.6441659711217	0.05802878243197044
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	3769947976.6666665	3769947976.6666665	0.00018217081883937724	1487.1420951086977	1465.232066969509	1566.2699147788858	0.018773828698602314	106102.85747868496	2232057.5048715193	168.32624923818594	0.018773828698602314
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	631090796.0	631090796.0	0.00018496094949405428	3356.4892413752495	3309.5304433122806	3463.630534403993	0.04463447396609563	253842.87130072873	1914517.8140794286	577.5183921198125	0.04463447396609563
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	5232841263.0	5232841263.0	0.00018892603188284797	1288.5837362728896	1268.3846773274554	1368.6309504107646	0.015981990715289822	90258.19876929409	1606416.7114092545	121.14477543243842	0.015981990715289822
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	89339275.5	89339275.5	0.00044524233091711743	7780.063602546395	7552.032838177168	8161.071533953797	0.10682994219783228	591761.4843970167	35797102.670103125	10798.272804857612	0.10682994219783228
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	375553191.0	375553191.0	0.00047929690039576005	3095.6744330783154	2971.870737783774	3376.8697248110293	0.041183839349634446	128600.20220139743	82729956.12317927	6238.917364554038	0.041183839349634446
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	68218161.0	68218161.0	0.0004452726759656021	8922.209600553399	8651.426397157555	9356.93179867151	0.1223961873273883	714429.8259432231	27971822.801698685	8437.760949186613	0.1223961873273883
