sampleName	Unnamed: 0	 	Area	Mean	Min	Max
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11	11639.6	11640.6	0.017	257.0	257.0	257.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21	23077.4	23078.4	0.017	257.0	257.0	257.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11	29719.5	29720.5	0.017	258.0	257.0	258.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21	53665.0	53666.0	0.017	258.0	257.0	258.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11	10548.2	10549.2	0.017	257.0	257.0	257.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21	23878.9	23879.9	0.017	257.0	257.0	257.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11	12884.0	12885.0	0.017	257.0	257.0	258.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21	26623.4	26624.4	0.017	258.0	257.0	258.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11	17770.600000000002	17771.600000000002	0.017	258.0	257.0	258.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21	40843.0	40844.0	0.017	258.0	257.0	258.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11	5033.3	5034.3	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21	15432.6	15433.6	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11	5127.700000000001	5128.700000000001	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21	12870.7	12871.7	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11	5297.6	5298.6	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21	12696.400000000001	12697.400000000001	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3	1059.9	1060.9	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11	6188.1	6189.1	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21	20862.300000000003	20863.300000000003	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11	8294.7	8295.7	0.017	257.0	257.0	257.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21	24651.5	24652.5	0.017	257.0	257.0	257.0
