sampleName	Unnamed: 0	 	LabelObj	Compactness(Unit)	Compactness(Pix)	CompactCorr(Pix)	CompactDiscrete(Pix)	Sphericity(Unit)	Sphericity(Pix)	SpherCorr(Pix)	SpherDiscrete(Pix)	Channel	Frame
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	4.1133e-05	0.00011173	89.9109	0.0	0.035	0.048	4.48	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	408.1	409.1	421.1	3.084e-05	5.0224e-05	20.0684	0.0	0.031	0.037	2.7172	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	3.4261e-05	9.314e-05	59.8951	0.0	0.032	0.045	3.9125	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	371.6	372.6	384.6	2.2085999999999998e-05	3.5962e-05	8.597400000000002	0.0	0.028	0.033	2.0484000000000004	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	408.0	409.0	423.0	4.245e-05	0.0001153	86.587	0.0	0.035	0.049	4.424	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	377.40000000000003	378.40000000000003	391.40000000000003	2.378e-05	3.8696000000000004e-05	10.59	0.0	0.029	0.034	2.196	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	408.20000000000005	409.20000000000005	421.20000000000005	2.3428e-05	3.8128000000000005e-05	9.966000000000005	0.0	0.029	0.034	2.1524	0.0		
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	407.90000000000003	408.90000000000003	423.90000000000003	3.2875e-05	8.9269e-05	48.3084	0.0	0.032	0.045	3.6419	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	407.0	408.0	432.0	2.059e-05	3.353e-05	9.427	0.0	0.027	0.032	2.112	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	407.40000000000003	408.40000000000003	428.40000000000003	3.5282e-05	9.5848e-05	53.98000000000001	0.0	0.033	0.046	3.7796000000000003	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	407.0	408.0	432.0	2.33e-05	3.795e-05	11.04	0.0	0.029	0.034	2.227	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	398.1	399.1	408.1	7.704700000000001e-05	0.00020924	307.3126000000001	0.0	0.043	0.059	6.748000000000001	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	288.8	289.8	297.8	4.388000000000001e-05	7.1406e-05	31.904400000000003	0.0	0.035	0.04180000000000001	3.1714	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	6.9954e-05	0.00019002	280.3476	0.0	0.041	0.057400000000000034	6.5447999999999995	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	328.5	329.5	338.5	6.0455e-05	9.839e-05	58.464	0.0	0.039	0.046	3.881	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	7.917000000000002e-05	0.0002122800000000001	338.96420000000006	0.0	0.043	0.06	6.972200000000001	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	370.70000000000005	371.70000000000005	381.70000000000005	6.335100000000001e-05	0.00017217000000000003	157.79420000000002	0.0	0.04	0.056	5.4039	0.0		
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	341.90000000000003	342.90000000000003	351.90000000000003	4.9492000000000007e-05	8.057700000000001e-05	62.60340000000004	0.0	0.037	0.043	3.970300000000001	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	408.5	409.5	418.5	7.6715e-05	0.0002085	331.541	0.0	0.042	0.059	6.920999999999999	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	369.3	370.3	379.3	6.001e-05	9.7675e-05	82.20310000000002	0.0	0.039	0.046	4.348000000000001	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	408.5	409.5	418.5	6.658e-05	0.0001809	287.975	0.0	0.0405	0.0565	6.6035	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	385.3	386.3	395.3	4.5776e-05	7.4502e-05	67.68990000000001	0.0	0.036	0.042	4.0753	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	5.7564000000000007e-05	0.00015571	206.6604	0.0	0.039	0.054	5.9121999999999995	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	408.0	409.0	420.0	2.931e-05	4.773e-05	28.923	0.0	0.031	0.036	3.07	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	3.2764e-05	8.9042e-05	70.91340000000004	0.0	0.032	0.045	4.139400000000001	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	408.0	409.0	420.0	2.931e-05	4.773e-05	28.923	0.0	0.031	0.036	3.07	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	407.6	408.6	426.6	3.4724e-05	9.408e-05	74.36560000000001	0.0	0.033	0.045	4.2048000000000005	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	408.20000000000005	409.20000000000005	421.20000000000005	3.0618000000000004e-05	4.9822000000000005e-05	25.564799999999998	0.0	0.031	0.037	2.946	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	3.7112000000000007e-05	0.00010078000000000002	76.4188	0.0	0.033	0.04640000000000003	4.2434	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	407.40000000000003	408.40000000000003	420.40000000000003	2.7584000000000006e-05	4.4930000000000005e-05	19.98560000000001	0.0	0.03	0.036	2.7134000000000005	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	407.3	408.3	429.3	3.8747e-05	0.00010512999999999999	104.5707	0.0	0.034	0.047	4.7113000000000005	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	407.90000000000003	408.90000000000003	423.90000000000003	3.0200000000000006e-05	4.911500000000001e-05	21.3946	0.0	0.031	0.037	2.7758	0.0	1.0	1.0
