sampleName	Unnamed: 0	 	LabelObj	Compactness(Unit)	Compactness(Pix)	CompactCorr(Pix)	CompactDiscrete(Pix)	Sphericity(Unit)	Sphericity(Pix)	SpherCorr(Pix)	SpherDiscrete(Pix)	Channel	Frame
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	1021.0	1022.0	1032.0	0.0001241	0.0003374	3669.98	0.0	0.05	0.07	15.425	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	1021.0	1022.0	1032.0	0.000109	0.0001776	921.862	0.0	0.048	0.056	9.732	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	1020.25	1021.25	1034.25	0.00012185000000000001	0.00033155	3834.707	0.0	0.05	0.069	15.6525	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	1021.0	1022.0	1032.0	0.0001118	0.0001819	1736.327	0.0005608	0.048	0.057	12.019	0.082	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	1020.0	1021.0	1035.0	6.776e-05	0.0001844	1174.472	0.0	0.041	0.057	10.551	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	1021.0	1022.0	1032.0	9.145e-05	0.0001489	587.245	0.0	0.045	0.053	8.374	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	1019.75	1020.75	1035.75	8.85925e-05	0.00024115	2113.7929999999997	0.0	0.045	0.062	12.8335	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	1020.75	1021.75	1032.75	0.000105425	0.0001717	908.9955	0.0	0.047	0.056	9.68725	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	1021.25	1022.25	1031.25	0.00012802499999999998	0.0003484	3354.09	0.0	0.05	0.07	14.969249999999999	0.0	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	1021.25	1022.25	1031.25	9.94975e-05	0.00016215	845.421	0.0	0.046	0.055	9.45525	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	1020.75	1021.75	1032.75	9.0745e-05	0.0002466	1261.1655	0.0	0.045	0.063	10.804	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	1020.25	1021.25	1033.25	8.154749999999999e-05	0.00013285	479.7195	0.0	0.043	0.051	7.828250000000001	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	1020.75	1021.75	1032.75	7.546e-05	0.00020525	835.523	0.0	0.042	0.059	9.41875	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	929.0	930.0	942.0	6.483e-05	0.0001056	235.054	0.0	0.04	0.047	6.171	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	1020.0	1021.0	1035.0	8.274e-05	0.000225	1201.548	0.00038885000000000005	0.044	0.061	10.631	0.073	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	943.5	944.5	957.5	8.689e-05	0.0001416	334.408	0.0	0.044	0.052	6.941	0.0	1.0	1.0
