sampleName	Unnamed: 0	 	LabelObj	Compactness(Unit)	Compactness(Pix)	CompactCorr(Pix)	CompactDiscrete(Pix)	Sphericity(Unit)	Sphericity(Pix)	SpherCorr(Pix)	SpherDiscrete(Pix)	Channel	Frame
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	1020.5	1021.5	1033.5	5.447e-05	8.8735e-05	263.9515	0.0005766	0.038	0.045	6.4145	0.083		
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	1019.75	1020.75	1035.75	6.185500000000001e-05	0.00016815	792.1335	0.000286	0.04	0.055	9.252749999999999	0.066	1.0	1.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	1017.5	1018.5	1042.5	4.939e-05	8.051e-05	203.0725	0.0	0.037	0.043	5.8774999999999995	0.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	1018.5	1019.5	1039.5	6.9465e-05	0.00018895	883.643	0.000532725	0.041	0.057	9.596499999999999	0.081	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	1017.5	1018.5	1042.5	4.957e-05	8.0765e-05	232.969	0.0007712000000000001	0.037	0.043	6.153499999999999	0.092	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	995.25	996.25	1005.25	0.0001848	0.0005025	3560.57675	0.0	0.057	0.08	15.26975	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	722.0	723.0	731.0	0.0001047	0.0001707	296.095	0.0	0.047	0.055	6.665	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	1021.0	1022.0	1032.0	0.0001328	0.0003614	2406.657	0.0	0.051	0.071	13.401	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	821.25	822.25	831.25	0.0001827	0.00029755000000000005	698.034	0.0	0.057	0.067	8.870999999999999	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	1021.0	1022.0	1032.0	0.0002029	0.0005517	5059.009	0.0	0.059	0.082	17.167	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	926.75	927.75	937.75	0.000184025	0.00050035	2786.35075	0.0	0.057	0.079	14.07175	0.0		
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	854.75	855.75	864.75	0.0001176	0.0001915	629.4652500000001	0.0	0.049	0.058	8.5705	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	1021.25	1022.25	1031.25	0.0001659	0.0004515	3862.1235	0.0	0.055	0.077	15.68975	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	923.25	924.25	933.25	0.00015842500000000002	0.0002581	932.19275	0.0	0.054	0.064	9.768749999999999	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	1021.25	1022.25	1031.25	0.0001548	0.0004209	3591.16225	0.0	0.054	0.075	15.314	0.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	963.25	964.25	973.25	9.6275e-05	0.0001569	527.9512500000001	0.0	0.046	0.054	8.0825	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	1020.75	1021.75	1032.75	0.000166825	0.0004535	3553.74125	0.0	0.055	0.077	15.26	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	1020.0	1021.0	1032.0	7.254e-05	0.0001183	431.884	0.0	0.042	0.049	7.559	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	1021.0	1022.0	1032.0	8.343e-05	0.000227	1017.911	0.0	0.044	0.061	10.059	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	1020.0	1021.0	1032.0	7.254e-05	0.0001183	431.884	0.0	0.042	0.049	7.559	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	1019.0	1020.0	1038.0	8.908e-05	0.0002422	1754.141	0.0	0.045	0.062	12.06	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	1020.5	1021.5	1033.5	0.0001093	0.0001781	799.394	0.0	0.048	0.056	9.281	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	1021.0	1022.0	1032.0	8.719e-05	0.000237	1336.649	0.0	0.044	0.062	11.016	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	1018.5	1019.5	1031.5	6.309999999999999e-05	0.0001027	291.9825	0.0	0.04	0.047	6.634	0.0	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	1018.25	1019.25	1040.25	6.9365e-05	0.000188625	1276.34275	0.000379	0.041	0.057	10.8475	0.072	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	1019.75	1020.75	1035.75	0.000105875	0.000172425	1031.47525	0.00027465	0.047	0.056	10.10375	0.065	1.0	1.0
