sampleName	Unnamed: 0	 	Area	Mean	Min	Max	Frame	LabelObj	Volume(Pix)	Volume(Unit)	Channel
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	12048.1	12049.1	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	23485.9	23486.9	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	30127.7	30128.7	0.017	258.0	257.0	258.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	54073.5	54074.5	0.017	258.0	257.0	258.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	10956.300000000001	10957.300000000001	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	24287.4	24288.4	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	13292.0	13293.0	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	27031.800000000003	27032.800000000003	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	18179.2	18180.2	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	41251.600000000006	41252.600000000006	0.017	258.0	257.0	258.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	5441.700000000001	5442.700000000001	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	15840.800000000001	15841.800000000001	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	5536.1	5537.1	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	13242.400000000001	13243.400000000001	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	5705.700000000001	5706.700000000001	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	13073.900000000001	13074.900000000001	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	1468.2	1469.2	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	6596.1	6597.1	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	21269.4	21270.4	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	8702.2	8703.2	0.017	256.5	256.0	257.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	25058.600000000002	25059.600000000002	0.017	257.0	257.0	257.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	3274.1000000000004	3275.1000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	6713.0	6714.0	0.017	257.0	256.0	257.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	2861.0	2862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	4956.200000000001	4957.200000000001	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	3526.8	3527.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	684.9000000000001	685.9000000000001	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	5899.900000000001	5900.900000000001	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	3505.6000000000004	3506.6000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	5795.3	5796.3	0.017	256.0	256.0	256.0	0.0	0.0	0.0	0.0	0.0
