sampleName	Unnamed: 0	 	Area	Mean	Min	Max
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11	104756.40000000001	104757.40000000001	0.035	285.0	283.0	291.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21	207696.6	207697.6	0.035	286.0	283.0	292.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11	267475.5	267476.5	0.035	294.0	291.0	302.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21	482985.0	482986.0	0.035	294.0	292.0	303.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11	94933.8	94934.8	0.035	285.0	282.0	291.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21	214910.1	214911.1	0.035	285.0	283.0	292.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11	115956.0	115957.0	0.035	287.0	285.0	293.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21	239610.6	239611.6	0.035	287.0	285.0	294.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11	159935.4	159936.4	0.035	290.5	288.0	297.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21	367587.0	367588.0	0.035	291.0	288.0	298.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11	45299.700000000004	45300.700000000004	0.035	281.0	278.0	287.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21	138893.4	138894.4	0.035	281.0	279.0	286.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11	46149.3	46150.3	0.052	282.0	279.0	289.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21	115836.3	115837.3	0.052	282.0	279.0	289.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11	47678.4	47679.4	0.035	281.0	279.0	287.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21	114267.6	114268.6	0.035	281.0	279.0	286.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3	9539.1	9540.1	0.035	281.0	279.0	286.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11	55692.9	55693.9	0.035	284.0	282.0	289.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21	187760.7	187761.7	0.035	284.0	282.0	290.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11	74652.3	74653.3	0.035	284.2	283.0	290.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21	221863.5	221864.5	0.035	284.5	283.0	290.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11	25883.100000000002	25884.100000000002	0.069	282.0	276.0	293.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21	57816.9	57817.9	0.069	283.5	277.0	297.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11	22072.5	22073.5	0.069	282.0	277.0	293.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21	41648.4	41649.4	0.069	284.0	277.0	298.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11	28064.7	28065.7	0.052	282.0	278.0	290.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6	2826.9	2827.9	0.069	284.0	278.0	296.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21	50021.1	50022.1	0.069	284.5	279.0	298.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11	27873.0	27874.0	0.052	283.333	279.0	294.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21	48833.1	48834.1	0.069	285.0	279.0	298.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11	30918.600000000002	30919.600000000002	0.052	282.71680000000015	279.0	291.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21	49147.200000000004	49148.200000000004	0.069	285.0	279.0	298.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11	233351.1	233352.1	0.035	287.333	285.0	294.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21	538084.8	538085.8	0.035	288.0	285.0	295.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11	162079.2	162080.2	0.035	287.0	285.0	293.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21	538084.8	538085.8	0.035	288.0	285.0	295.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11	213332.4	213333.4	0.035	287.0	285.0	294.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21	703394.1	703395.1	0.052	288.0	285.0	295.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11	253866.6	253867.6	0.035	287.0	285.0	294.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21	690792.3	690793.3	0.052	287.25	285.0	295.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11	208662.30000000002	208663.30000000002	0.035	287.0	285.0	294.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21	739734.3	739735.3	0.052	287.667	285.0	295.0
