sampleName	Unnamed: 0	 	Area	Mean	Min	Max	Frame	LabelObj	Volume(Pix)	Volume(Unit)	Channel
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	90360.75	90361.75	0.017	274.5	272.0	278.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	176144.25	176145.25	0.017	275.0	272.0	279.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	225957.75	225958.75	0.017	281.0	277.0	285.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	405551.25	405552.25	0.017	281.0	277.0	286.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	82172.25	82173.25	0.017	274.0	272.0	277.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	182155.5	182156.5	0.017	275.0	272.0	278.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	99690.0	99691.0	0.017	275.8	273.0	279.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	202738.5	202739.5	0.017	276.0	273.0	280.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	136344.0	136345.0	0.017	278.0	275.0	282.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	309387.0	309388.0	0.017	279.0	275.0	283.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	40812.75	40813.75	0.017	271.667	269.0	274.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	118806.0	118807.0	0.017	272.0	269.0	275.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	41520.75	41521.75	0.017	272.0	269.0	275.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	99318.0	99319.0	0.017	273.0	269.0	276.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	42792.75	42793.75	0.017	271.333	269.0	274.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	98054.25	98055.25	0.017	272.0	269.0	275.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	11011.5	11012.5	0.017	268.5	266.0	270.0		424.5	152.0	1.32	
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	49470.75	49471.75	0.017	273.5	271.0	276.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	159520.5	159521.5	0.017	274.0	272.0	277.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	65266.5	65267.5	0.017	274.0	271.0	277.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	187939.5	187940.5	0.017	274.333	272.0	278.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	24555.75	24556.75	0.035	272.0	267.0	276.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	50347.5	50348.5	0.035	274.0	268.0	280.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	21457.5	21458.5	0.035	272.0	267.0	276.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	37171.5	37172.5	0.035	274.0	268.0	281.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	26451.0	26452.0	0.017	271.5	268.0	275.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	5136.75	5137.75	0.017	265.0	262.0	267.0		2005.75	244.0	4.238	
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	44249.25	44250.25	0.035	274.75	269.0	281.0	0.0	0.0	0.0	0.0	0.0
