sampleName	Unnamed: 0	 	LabelObj	Surface(Pix)	Surface(Unit)	SurfaceCorr(Pix)	SurfaceNbPix	Channel	Frame
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	1120.0	104.81	0.0	187.0	1.0	1.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	408.40000000000003	409.40000000000003	419.40000000000003	48.0	2.387	0.0	8.0	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	408.1	409.1	422.1	2198.2	205.7124	0.0	367.0	1.0	1.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	408.40000000000003	409.40000000000003	419.40000000000003	1692.0	84.124	0.0	282.40000000000003	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	408.0	409.0	423.0	504.0	47.199	0.0	84.0	1.0	1.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	408.40000000000003	409.40000000000003	419.40000000000003	96.0	4.773	0.0	16.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	407.90000000000003	408.90000000000003	423.90000000000003	1248.0	116.873	0.0	208.0	1.0	1.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	408.3	409.3	420.3	162.0	8.054	0.0	27.0	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	408.5	409.5	418.5	977.0	91.45599999999999	0.0	163.0	1.0	1.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	408.5	409.5	418.5	162.0	8.054	0.0	27.0	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	198.0	18.542	0.0	33.0	1.0	1.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	408.1	409.1	421.1	72.0	3.58	0.0	12.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	150.0	14.047	0.0	25.0	1.0	1.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	371.6	372.6	384.6	18.0	0.895	0.0	3.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	408.0	409.0	423.0	1260.0	117.997	0.0	210.0	1.0	1.0
