sampleName	Unnamed: 0	 	LabelObj	Surface(Pix)	Surface(Unit)	SurfaceCorr(Pix)	SurfaceNbPix	Channel	Frame
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	377.40000000000003	378.40000000000003	391.40000000000003	12.0	0.597	0.0	2.0	1.0	1.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	408.20000000000005	409.20000000000005	421.20000000000005	910.0	45.212	0.0	152.0		
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	407.90000000000003	408.90000000000003	423.90000000000003	1091.8000000000002	102.2376	0.0	182.0	1.0	1.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	407.0	408.0	432.0	258.0	12.827	0.0	43.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	407.40000000000003	408.40000000000003	428.40000000000003	1992.0	186.547	0.0	332.0	1.0	1.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	407.0	408.0	432.0	1300.0	64.699	0.0	217.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	398.1	399.1	408.1	18.0	1.686	0.0	3.0	1.0	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	288.8	289.8	297.8	6.0	0.298	0.0	1.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	138.0	12.923	0.0	23.0	1.0	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	328.5	329.5	338.5	6.0	0.298	0.0	1.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	366.0	34.275	0.0	61.0	1.0	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	370.70000000000005	371.70000000000005	381.70000000000005	12.0	1.124	0.0	2.0		
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	341.90000000000003	342.90000000000003	351.90000000000003	12.0	0.597	0.0	2.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	408.5	409.5	418.5	72.0	6.743	0.0	12.0	1.0	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	369.3	370.3	379.3	12.0	0.597	0.0	2.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	408.5	409.5	418.5	258.0	24.161	0.0	43.0	1.0	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	385.3	386.3	395.3	18.0	0.895	0.0	3.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	408.3	409.3	420.3	528.0	49.446	0.0	88.0	1.0	1.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	408.0	409.0	420.0	42.0	2.088	0.0	7.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	66.0	6.181	0.0	11.0	1.0	1.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	408.0	409.0	420.0	42.0	2.088	0.0	7.0	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	407.6	408.6	426.6	1250.4	117.05180000000001	0.0	208.60000000000002	1.0	1.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	408.20000000000005	409.20000000000005	421.20000000000005	126.0	6.265	0.0	21.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	408.40000000000003	409.40000000000003	419.40000000000003	210.0	19.666	0.0	35.0	1.0	1.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	407.40000000000003	408.40000000000003	420.40000000000003	42.0	2.088	0.0	7.0	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	407.3	408.3	429.3	1399.2	131.0094	0.0	233.3	1.0	1.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	407.90000000000003	408.90000000000003	423.90000000000003	796.0	39.544	0.0	133.0	1.0	1.0
