sampleName	Unnamed: 0	 	Area	Mean	Min	Max	Frame	LabelObj	Volume(Pix)	Volume(Unit)	Channel
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_11_	108432.90000000001	108433.90000000001	0.035	284.5	282.0	290.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C03_C04_tm_24_ch_Syto9_z_21_	211373.1	211374.1	0.035	285.5	283.0	292.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_11_	271149.3	271150.3	0.035	294.0	291.0	301.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_C05_C06_tm_24_ch_Syto9_z_21_	486661.5	486662.5	0.035	294.0	292.0	303.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_11_	98606.7	98607.7	0.035	284.0	282.0	290.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D04_D03_tm_24_ch_Syto9_z_21_	218586.6	218587.6	0.035	285.0	283.0	291.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_11_	119628.0	119629.0	0.035	286.0	284.0	292.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D06_D05_tm_24_ch_Syto9_z_21_	243286.2	243287.2	0.035	287.0	284.0	293.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_11_	163612.80000000002	163613.80000000002	0.035	290.0	288.0	297.0	0.0	0.0	0.0	0.0	0.0
12042023_s_Lm_st_L628_p_D08_D07_tm_24_ch_Syto9_z_21_	371264.4	371265.4	0.035	291.0	288.0	298.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_11_	48975.3	48976.3	0.035	280.0	278.0	286.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C03_C04_tm_24_ch_Syto9_z_21_	142567.2	142568.2	0.035	280.5	278.0	286.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_11_	49824.9	49825.9	0.052	281.0	278.0	288.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C05_C06_tm_24_ch_Syto9_z_21_	119181.6	119182.6	0.052	281.5	279.0	289.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_11_	51351.3	51352.3	0.035	280.0	278.0	286.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_C08_tm_24_ch_Syto9_z_21_	117665.1	117666.1	0.035	280.667	278.0	286.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_C07_tm_24_ch_Syto9_z_21_t_3_	13213.800000000001	13214.800000000001	0.035	277.5	275.0	282.0		2626.800000000001	3410.0	29.613	
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_11_	59364.9	59365.9	0.035	283.0	281.0	288.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D05_D04_tm_24_ch_Syto9_z_21_	191424.6	191425.6	0.035	284.0	282.0	290.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_11_	78319.8	78320.8	0.035	284.0	282.0	289.0	0.0	0.0	0.0	0.0	0.0
18042023_s_Lm_st_L394_p_D08_D06_tm_24_ch_Syto9_z_21_	225527.4	225528.4	0.035	284.0	282.0	290.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11_	29466.9	29467.9	0.052	281.0	275.0	291.0	1.0	716.9000000000015	7.0	0.122	1.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21_	60417.0	60418.0	0.069	283.0	277.0	296.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11_	25749.0	25750.0	0.052	280.5	275.0	290.0	1.0	1234.0	108.0	1.876	1.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21_	44605.8	44606.8	0.069	283.0	277.0	296.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_	31741.2	31742.2	0.052	280.76000000000005	277.0	288.0	1.0	568.2000000000007	74.0	1.285	1.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6_	6164.1	6165.1	0.035	276.0	271.0	283.0		3033.1000000000004	1523.300000000001	26.45720000000002	
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21_	53099.1	53100.1	0.069	284.0	278.0	297.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	31550.4	31551.4	0.052	282.0	278.0	292.0	1.0	589.4000000000015	17.0	0.295	1.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	52157.700000000004	52158.700000000004	0.069	284.5	279.0	297.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	34596.0	34597.0	0.052	281.5	278.0	290.0	1.0	251.0	33.0	0.573	1.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	52615.8	52616.8	0.069	284.5	279.0	297.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	237026.7	237027.7	0.035	287.0	285.0	294.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	541757.7000000001	541758.7000000001	0.035	288.0	285.0	295.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	165755.7	165756.7	0.035	287.0	285.0	293.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	541757.7000000001	541758.7000000001	0.035	288.0	285.0	295.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	217001.7	217002.7	0.035	287.0	285.0	293.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	707068.8	707069.8	0.052	288.0	285.0	295.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	257543.1	257544.1	0.035	287.0	285.0	294.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	694459.8	694460.8	0.035	287.0	285.0	295.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	212328.9	212329.9	0.035	287.0	285.0	294.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	743406.3	743407.3	0.052	287.5	285.0	295.0	0.0	0.0	0.0	0.0	0.0
