feature	RandomForest(n=200, p=1.0)	MutualInformation
minProp-SUMMARYCustomAlgos.tsv_min.txt	0.11103272300763135	0.48136412571175846
counts(inten<0.1-SUMMARYCustomAlgos.tsv_median.txt	0.08594043232908437	0.4438233630405217
min-SUMMARYCustomAlgos.tsv_std.txt	0.047429126166786684	0.4912553507849373
min-SUMMARYCustomAlgos.tsv_var.txt	0.04615567307414575	0.4914446051701944
minProp-SUMMARYCustomAlgos.tsv_q10.txt	0.03205886115602401	0.3595428721397047
counts(Norminten<0.11Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.030212325618166752	0.648826064009631
counts(Norminten<0.13999999999999999Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.02935901705726942	0.7033122376781931
counts(Norminten<0.44999999999999984Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.024664452451101205	0.38269924631231067
medNormalized-SUMMARYCustomAlgos.tsv_var.txt	0.018870894385878734	0.6299779991409911
counts(Norminten<0.13Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.018445061908528983	0.700204892335496
counts(Norminten<0.11Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.017300464991372284	0.7438938976206595
medNormalized-SUMMARYCustomAlgos.tsv_std.txt	0.016373728983552306	0.6305793796685455
counts(Norminten<0.13-SUMMARYCustomAlgos.tsv_max.txt	0.015489814105149052	0.4990500727049909
counts(Norminten<0.1-SUMMARYCustomAlgos.tsv_max.txt	0.013898607993664061	0.4029635699611256
counts(Norminten<0.11-SUMMARYCustomAlgos.tsv_max.txt	0.012119993180517968	0.4639662984734785
counts(Norminten<0.43999999999999984Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.01097623231154826	0.4392204623769205
counts(Norminten<0.12-SUMMARYCustomAlgos.tsv_max.txt	0.006864136726773332	0.46482714428830363
counts(Norminten<0.8199999999999996Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.006456052512205602	0.18991912382798226
counts(Norminten<0.12Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.006297004001668116	0.7188741208858431
counts(Norminten<0.21999999999999995-SUMMARYCustomAlgos.tsv_max.txt	0.005937104579943642	0.4296036487268
counts(Norminten<0.45999999999999985Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.005847701318824415	0.40554931659040827
counts(Norminten<0.13999999999999999Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.005396099891745072	0.6671419698709173
counts(Norminten<0.19999999999999996-SUMMARYCustomAlgos.tsv_max.txt	0.0049980016963480966	0.47491318084652256
counts(Norminten<0.1Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00463984947485206	0.6809067223677587
counts(inten<0.19999999999999996Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.0045374035887911215	0.6418489509793117
counts(Norminten<0.20999999999999996-SUMMARYCustomAlgos.tsv_max.txt	0.004256794655410255	0.4607707021144112
counts(Norminten<0.16999999999999998Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.004243983788658781	0.6662768619634707
counts(Norminten<0.13999999999999999Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.004068261180623151	0.8031501773120193
counts(Norminten<0.13999999999999999-SUMMARYCustomAlgos.tsv_max.txt	0.00364705160711572	0.5060589737733827
counts(Norminten<0.46999999999999986Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0035248479814821935	0.39092601671595517
counts(Norminten<0.18999999999999995Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.003515415955288118	0.6492860971458052
counts(inten<0.11-SUMMARYCustomAlgos.tsv_median.txt	0.003391750179645761	0.4005082633564223
diff-SUMMARYCustomAlgos.tsv_q75.txt	0.0033250681876873666	0.32841395675684915
stdNormalized-SUMMARYCustomAlgos.tsv_q25.txt	0.0033088828790086428	0.5301994009744515
counts(Norminten<0.7999999999999996Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.003225265927330007	0.1980954145104148
diff-SUMMARYCustomAlgos.tsv_median.txt	0.0031823221861175975	0.3372482518250952
min-SUMMARYCustomAlgos.tsv_q90.txt	0.003174820802397443	0.4321096353092946
stdNormalized-SUMMARYCustomAlgos.tsv_q75.txt	0.0031544415346506315	0.5254576371126882
counts(Norminten<0.14999999999999997-SUMMARYCustomAlgos.tsv_max.txt	0.003103059488206	0.5052770442034555
counts(Norminten<0.4299999999999998Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0029715944007774873	0.4289076870996906
minPropNormalized-SUMMARYCustomAlgos.tsv_max.txt	0.002934087807935332	0.31285295315220774
counts(inten<0.19999999999999996Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.002914061433384279	0.6222023704937296
counts(Norminten<0.13Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.0028585951216913933	0.6902125311552596
counts(Norminten<0.12Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.002799179177377387	0.6369191696516916
counts(inten<0.1-SUMMARYCustomAlgos.tsv_q25.txt	0.0027415196558223383	0.5309489665871832
medNormalized-SUMMARYCustomAlgos.tsv_min.txt	0.002686046078582824	0.35537129073038054
minProp-SUMMARYCustomAlgos.tsv_q25.txt	0.002675672544541204	0.45093788735748497
diffNormalized-SUMMARYCustomAlgos.tsv_q10.txt	0.002672305721695535	0.47457391957371353
counts(inten<0.17999999999999997Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.002645794370108671	0.6878079492669289
counts(inten<0.8299999999999996Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.002497611563070996	0.20939079712553
counts(Norminten<0.14999999999999997Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0024731416445652916	0.7314617144496283
counts(Norminten<0.7799999999999997Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00246442257753038	0.1823281484687489
counts(Norminten<0.17999999999999997-SUMMARYCustomAlgos.tsv_max.txt	0.0024006201959798057	0.5107664982533899
counts(Norminten<0.24999999999999992-SUMMARYCustomAlgos.tsv_q75.txt	0.0022332188083981318	0.27685565192892714
counts(inten<0.1-SUMMARYCustomAlgos.tsv_min.txt	0.002225469282162534	0.48090257400374226
counts(inten<0.16999999999999998Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.0021431310017768226	0.6612731962041432
std-SUMMARYCustomAlgos.tsv_max.txt	0.0021300546825255497	0.34110233564552583
std-SUMMARYCustomAlgos.tsv_q75.txt	0.0021040815671825733	0.2882483528416584
counts(Norminten<0.18999999999999995-SUMMARYCustomAlgos.tsv_max.txt	0.0020923394620624815	0.46341271576541665
minNormalized-SUMMARYCustomAlgos.tsv_min.txt	0.0020618604479751726	0.4572710880183153
minNormalized-SUMMARYCustomAlgos.tsv_var.txt	0.0019808409385407445	0.48800484762268814
minNormalized-SUMMARYCustomAlgos.tsv_q75.txt	0.001897045166133846	0.3428867482716411
counts(Norminten<0.2699999999999999-SUMMARYCustomAlgos.tsv_q75.txt	0.0018449511581104003	0.26792856048747504
counts(Norminten<0.5599999999999997Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.001827622821478288	0.28542673595387447
counts(Norminten<0.8299999999999996Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.001827257185957947	0.13843809957524655
counts(Norminten<0.1Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.0018150160942349218	0.6763757469388203
counts(inten<0.12Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.001782420250975854	0.5196614451994486
min-SUMMARYCustomAlgos.tsv_mean.txt	0.0017673817896429712	0.3708259697774272
counts(Norminten<0.47999999999999976Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0017507408720864798	0.39675668103931994
medNormalized-SUMMARYCustomAlgos.tsv_q25.txt	0.0017445082718151625	0.4953933956506722
counts(Norminten<0.8899999999999996Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.0017266536293076386	0.2023964439257102
minNormalized-SUMMARYCustomAlgos.tsv_std.txt	0.001669805483923812	0.48739700336533875
counts(Norminten<0.11Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.0015893854622518577	0.6790496660093894
