feature	RandomForest(n=200, p=1.0)	MutualInformation
Mean-SUMMARYvol3D.tsv_q90.txt	0.211098047955116	1.0329270087769757
CompactDiscrete(Pix)-SUMMARYcompactness3D.tsv_mean.txt	0.08842799076653944	0.6510285887837701
Max-SUMMARYvol3D.tsv_q90.txt	0.04875546058508327	0.7015057562290488
Area-SUMMARYvol3D.tsv_mean.txt	0.04459787489278417	0.5377055713732857
 -SUMMARYvol3D.tsv_max.txt	0.024718612872044823	0.9987258072937317
Surface(Unit)-SUMMARYsurf3D.tsv_max.txt	0.022788818314535338	0.6972314312036405
Max-SUMMARYvol3D.tsv_std.txt	0.0187519310684816	0.8729547317690056
Unnamed: 0-SUMMARYvol3D.tsv_q10.txt	0.0185109904533666	0.9987258072937317
Unnamed: 0-SUMMARYvol3D.tsv_q90.txt	0.017586172349752353	0.9987258072937317
Volume(Pix)-SUMMARYvol3D.tsv_var.txt	0.017234344188813856	0.7024225941162432
SurfaceNbPix-SUMMARYsurf3D.tsv_mean.txt	0.01703309141111507	0.48207283959027003
Surface(Pix)-SUMMARYsurf3D.tsv_max.txt	0.016334899737670504	0.6904826033381197
Min-SUMMARYvol3D.tsv_q90.txt	0.015844598052210626	1.1612528098221275
Unnamed: 0-SUMMARYvol3D.tsv_median.txt	0.015388633188212394	0.9987258072937317
 -SUMMARYvol3D.tsv_var.txt	0.015128895959725212	0.9972499941703921
Mean-SUMMARYvol3D.tsv_std.txt	0.014830180890676442	0.8749032405985564
Min-SUMMARYvol3D.tsv_q75.txt	0.01414376465297618	1.1033214068009916
Min-SUMMARYvol3D.tsv_std.txt	0.014105273185937996	0.8901783298351267
 -SUMMARYvol3D.tsv_q10.txt	0.014077640652685835	0.9987258072937317
 -SUMMARYvol3D.tsv_q90.txt	0.013979325579225921	0.9987258072937317
 -SUMMARYvol3D.tsv_std.txt	0.01297941134399266	0.9987258072937317
 -SUMMARYvol3D.tsv_mean.txt	0.012845054250017723	0.9987258072937317
Min-SUMMARYvol3D.tsv_var.txt	0.012837749449452512	0.8908941198449587
 -SUMMARYvol3D.tsv_median.txt	0.012630442908298855	0.9987258072937317
Volume(Unit)-SUMMARYvol3D.tsv_mean.txt	0.011770862270600906	0.9905964564851677
Max-SUMMARYvol3D.tsv_q75.txt	0.011489881382744418	0.7528677589844965
Volume(Unit)-SUMMARYvol3D.tsv_var.txt	0.011275520076976507	0.7024225941162432
Unnamed: 0-SUMMARYvol3D.tsv_q75.txt	0.011114790110684503	0.9987258072937317
Volume(Unit)-SUMMARYvol3D.tsv_std.txt	0.010871717939104799	0.6995285644875193
Unnamed: 0-SUMMARYvol3D.tsv_max.txt	0.010855479423079252	0.9987258072937317
SpherCorr(Pix)-SUMMARYcompactness3D.tsv_q10.txt	0.010825954819083864	0.5586985939011722
Max-SUMMARYvol3D.tsv_var.txt	0.010791313209505684	0.8746675999706675
Unnamed: 0-SUMMARYvol3D.tsv_mean.txt	0.010653245466967942	0.9987258072937317
Volume(Pix)-SUMMARYvol3D.tsv_std.txt	0.010610762786624752	0.6995285644875193
Volume(Unit)-SUMMARYvol3D.tsv_q90.txt	0.009878167713181283	0.6757032010633339
Unnamed: 0-SUMMARYvol3D.tsv_var.txt	0.009578862198388171	0.9972499941703921
 -SUMMARYvol3D.tsv_q75.txt	0.00948873028779224	0.9987258072937317
Unnamed: 0-SUMMARYvol3D.tsv_std.txt	0.00907821067794284	0.9987258072937317
CompactCorr(Pix)-SUMMARYcompactness3D.tsv_q10.txt	0.008014549667896116	0.5607523654135078
SurfaceCorr(Pix)-SUMMARYsurf3D.tsv_q90.txt	0.007773741088650808	0.5861363681503884
Unnamed: 0-SUMMARYvol3D.tsv_q25.txt	0.007079513029557579	0.9987258072937317
Mean-SUMMARYvol3D.tsv_q75.txt	0.006312814459678816	0.9309366301841351
SurfaceCorr(Pix)-SUMMARYsurf3D.tsv_var.txt	0.00588236131837755	0.5820518838900619
Area-SUMMARYvol3D.tsv_std.txt	0.005853166906930212	0.6778713843287103
Volume(Pix)-SUMMARYvol3D.tsv_mean.txt	0.005753642627196371	0.9905964564851677
SurfaceCorr(Pix)-SUMMARYsurf3D.tsv_std.txt	0.005396994200970657	0.5803056205879022
 -SUMMARYvol3D.tsv_q25.txt	0.00499624502080822	0.9987258072937317
Volume(Pix)-SUMMARYvol3D.tsv_q90.txt	0.004866696182372827	0.6690676657237777
SpherDiscrete(Pix)-SUMMARYcompactness3D.tsv_q90.txt	0.0047686760113147915	0.380861867904146
