group	name	true	predicted	decision makers
L1323	04072023--s--Lm--st--L1323--p--C09--pos004--tm--24--ch--Syto9--z--21	L1323	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 48.212279264967314), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 47.37375937750492), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 46.35622876112276), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 38.77633849853839), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 19.591281822431753)]
L1323	04072023--s--Lm--st--L1323--p--C10--pos002--tm--24--ch--Syto9--z--21	L1323	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 54.59073429432949), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 42.68128559692786), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 40.3103617062018), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 37.078273499677515), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 16.79874876344973)]
L1323	04072023--s--Lm--st--L1323--p--C10--pos005--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 53.95013910358639), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 46.556760628099354), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 41.85656173924681), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 31.551310193758837), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 15.466665090613263)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos001--tm--24--ch--Syto9--z--21	L1323	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 204.24235635593251), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 51.82698854617973), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 47.92905958123455), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 41.9380279060967), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 9.637273350718722)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos002--tm--24--ch--Syto9--z--21	L1323	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 304.1188800468888), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 196.9098544703415), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 130.2005293014972), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 72.9902420027486), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 5.6381137278476245)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos003--tm--24--ch--Syto9--z--21	L1323	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 52.17291399215789), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 39.960187536022175), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 38.89464055767142), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 34.83870532045796), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 23.131891679951714)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos004--tm--24--ch--Syto9--z--21	L1323	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 62.203025859966544), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 47.86363630025307), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 45.00678168999594), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 44.379063922376865), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 17.16128410014038)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos005--tm--24--ch--Syto9--z--21	L1323	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 198.27498373274744), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 51.43407777986502), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 41.3452823301833), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 40.28562990644903), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 10.339707275434202)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos001--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 44.65866244796454), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 40.2521519828553), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 39.701969197529145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 35.412830474661504), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 14.766691508172293)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos003--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 50.51407929699833), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 49.43496225731432), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 48.33217398394064), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 45.98687280596883), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 12.12809966253119)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos004--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 72.04917431577722), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 57.012119439483136), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 51.71243471809669), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 50.78515685154957), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 14.02579805402981)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos005--tm--24--ch--Syto9--z--21	L1323	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 195.7173577725714), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 52.009048117113586), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 43.963891761874976), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 41.76238190908098), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 10.658111104569644)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos001--tm--24--ch--Syto9--z--21	L1323	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 60.08987492128625), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 49.759213662563795), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 49.49398070436296), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 48.219672128089734), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 13.477244787824619)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos002--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 57.320045392362296), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 52.181946562233385), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 48.28876262043919), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 43.33572022212923), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 12.003518558771122)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos003--tm--24--ch--Syto9--z--21	L1323	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 87.67938503461934), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 58.24035159831995), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 48.226797482788534), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 33.34597384599268), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 21.29280342318242)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos004--tm--24--ch--Syto9--z--21	L1323	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 70.11678086463344), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 68.76579014732847), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 45.71520623874547), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 39.42915409803498), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 18.061932071771317)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos001--tm--24--ch--Syto9--z--21	L1823	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 181.32034784945085), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 155.49465528205397), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 56.23578476692177), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 50.20358401522978), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 22.054161185791195)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos002--tm--24--ch--Syto9--z--21	L1823	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 39.429778850124116), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 38.35023992449979), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 30.03817593693237), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 28.90053484399484), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 27.358323145034813)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos003--tm--24--ch--Syto9--z--21	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 39.127655190187795), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 36.79494718987478), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 32.03219416232189), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 30.50221507800721), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 29.70009117528849)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos004--tm--24--ch--Syto9--z--21	L1823	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 136.5139566283422), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 99.44124134902556), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 52.60143468059396), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 29.098797047888507), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 15.301639697018091)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos005--tm--24--ch--Syto9--z--21	L1823	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 97.85582176224374), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 67.79989772990598), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 57.64790454107734), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 51.33913976791341), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 27.794556590043445)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos001--tm--24--ch--Syto9--z--21	L1823	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 94.29390117110384), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 64.46218905084889), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 58.870533412694186), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 29.201610368611487), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 21.4048406445025)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos002--tm--24--ch--Syto9--z--21	L1823	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 99.97718856811368), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 68.28202965790226), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 60.697135228760864), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 51.18953955321013), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 28.503592064217056)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos003--tm--24--ch--Syto9--z--21	L1823	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 85.12171021870263), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 76.6048493818294), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 64.16718752253983), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 59.674761905986585), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 52.746617654341186)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos004--tm--24--ch--Syto9--z--21	L1823	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 77.3479524027346), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 62.92778140421988), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 56.758589847797964), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 50.8979647407284), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 33.834448604466864)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos005--tm--24--ch--Syto9--z--21	L1823	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 48.112022405417136), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 44.525506967177876), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 39.34995762927752), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 30.800210479499146), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 26.499847451434924)]
L1823	04072023--s--Lm--st--L1823--p--F06--pos001--tm--24--ch--Syto9--z--21	L1823	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 202.4329145592286), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 77.4535356774417), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 76.44642905793363), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 71.27584466366196), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 13.591927916586188)]
L1823	04072023--s--Lm--st--L1823--p--F06--pos002--tm--24--ch--Syto9--z--21	L1823	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 117.15547008988196), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 56.595725465526414), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 51.53258972226053), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 25.962566760122773), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 22.61259986568001)]
L1823	04072023--s--Lm--st--L1823--p--F06--pos003--tm--24--ch--Syto9--z--21	L1823	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 81.5210642980659), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 64.24192104786398), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 57.38477310230148), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 53.18279817117372), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 32.37282978737405)]
