group	name	true	predicted	decision makers
L1323	04072023--s--Lm--st--L1323--p--C07--pos--3--tm--0--ch--BF	L1323	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 122.73290078947623), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.560855764053784), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 24.022481221399993), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 18.044017020391237), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 17.608888146326482)]
L1323	04072023--s--Lm--st--L1323--p--C08--pos--1--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 194.62149334000983), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 35.207518142458625), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 24.981214706243932), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.627498597764204), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 4.209136470382157)]
L1323	04072023--s--Lm--st--L1323--p--C08--pos--2--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 107.45419714001075), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 28.277179292140527), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 17.643762444184482), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 14.976563279208426), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 14.171658952197326)]
L1323	04072023--s--Lm--st--L1323--p--C08--pos--3--tm--0--ch--BF	L1323	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 110.83421361296814), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 75.67764152594386), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 18.832351303307387), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.305050695391523), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 1.9732738615158556)]
L1323	04072023--s--Lm--st--L1323--p--C09--pos--2--tm--0--ch--BF	L1323	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 205.83843944136746), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 45.25466326204547), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 19.18298123785966), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 10.315657910260628), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 5.453310188080195)]
L1323	04072023--s--Lm--st--L1323--p--C10--pos--1--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 66.7519657600669), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 29.181383065530568), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.371911978234774), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.879641207839708), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 11.87065563484813)]
L1323	04072023--s--Lm--st--L1323--p--C10--pos--3--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 195.69759978686702), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.76287186680992), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 30.28259480759457), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 13.770769340614116), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 4.4154338552131955)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos--1--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 89.85691569041626), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 26.949638521102873), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 26.36540243967188), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 7.470817878042559), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 6.334543031820392)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos--2--tm--0--ch--BF	L1323	L1764	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 154.29682290941142), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.09038329282265), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 25.688971716762534), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 19.46564324233386), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 17.845763009285644)]
L1323	04072023--s--Lm--st--L1323--p--D03--pos--3--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 69.68867622700478), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 29.14012808706792), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.400783341053824), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 16.007504560895647), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 11.87065563484813)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos--1--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 181.37223533053012), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.478248316915135), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 30.132412397766), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.258252029699207), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 5.079164032305714)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos--2--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 108.08421415306552), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 29.337042950421672), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 20.938602657563557), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.163212796221643), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 14.118716424138647)]
L1323	04072023--s--Lm--st--L1323--p--D04--pos--3--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 190.12802209454424), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.691944917251185), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 31.16190509517164), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 14.554154740254173), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 4.542504435346221)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos--1--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 195.69759978686702), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.646938378875106), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 30.972401669264578), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 13.983380826321), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 4.542504435346221)]
L1323	04072023--s--Lm--st--L1323--p--D05--pos--3--tm--0--ch--BF	L1323	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 108.08421415306552), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 29.337042950421672), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 20.938602657563557), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.163212796221643), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 14.118716424138647)]
L1823	04072023--s--Lm--st--L1823--p--F04--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 325.67136880451244), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.760228368933713), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 0.12876053374831134), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 0.11936459927493452)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F05--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 234.88656716168927), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 12.01039932511684), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 10.117897658465663), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.174056240799448), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 1.7587055930817028)]
L1823	04072023--s--Lm--st--L1823--p--F06--pos--1--tm--0--ch--BF	L1823	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 244.90741046600422), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 92.8578783035414), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 19.37816406013432), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 18.4431535444193), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 9.102127162818611)]
L1823	04072023--s--Lm--st--L1823--p--F06--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F07--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 234.88656716168927), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 12.01039932511684), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 10.117897658465663), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.174056240799448), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 1.7587055930817028)]
L1823	04072023--s--Lm--st--L1823--p--F07--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F07--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 285.1772950896077), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 108.5318795122062), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 20.8999880805078), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 19.797283958552004), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.891813003404344)]
L1823	04072023--s--Lm--st--L1823--p--F08--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F08--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 325.67136880451244), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.760228368933713), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 0.12876053374831134), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 0.11936459927493452)]
L1823	04072023--s--Lm--st--L1823--p--F08--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 206.9135367152903), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 15.71780985825617), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 9.434608324330101), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.464015811398026), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 3.1527795732918213)]
L1823	04072023--s--Lm--st--L1823--p--F09--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 241.71461450899363), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 92.6940905363701), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 21.020436089450286), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 17.947066768628464), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 9.011411682989111)]
L1823	04072023--s--Lm--st--L1823--p--F09--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F09--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 285.1772950896077), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 108.5318795122062), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 20.8999880805078), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 19.797283958552004), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.891813003404344)]
L1823	04072023--s--Lm--st--L1823--p--F10--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 325.67136880451244), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.760228368933713), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 0.12876053374831134), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 0.11936459927493452)]
L1823	04072023--s--Lm--st--L1823--p--F10--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--F10--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--G04--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--G04--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--G04--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 285.1772950896077), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 108.5318795122062), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 20.8999880805078), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 19.797283958552004), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.891813003404344)]
L1823	04072023--s--Lm--st--L1823--p--G05--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--G05--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 274.1536563462411), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 109.02113460696037), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 15.266765257021206), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 15.225059622902934), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 9.36539390208477)]
L1823	04072023--s--Lm--st--L1823--p--G05--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 325.67136880451244), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.755427829265704), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 0.12876053374831134), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 0.11936459927493452)]
L1823	04072023--s--Lm--st--L1823--p--G06--pos--1--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 284.6770839725344), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 108.5318795122062), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 20.999789775118554), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 19.831473582231254), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.809930118045672)]
L1823	04072023--s--Lm--st--L1823--p--G06--pos--2--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L1823	04072023--s--Lm--st--L1823--p--G06--pos--3--tm--0--ch--BF	L1823	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 327.21427219542693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.765512035560145), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 1.3637680546448698)]
L628	13042023--s--Lm--st--L628--p--C03--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 51.645677397678305), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 33.592105651684356), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 32.94342682850203), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 22.79288521539602), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 10.744747364822434)]
L628	13042023--s--Lm--st--L628--p--C03--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 114.81688428629081), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 37.57909173523585), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 17.086934586859833), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 16.310810227149727), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 2.3262030730664907)]
L628	13042023--s--Lm--st--L628--p--C03--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 178.68491948370263), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 42.79650665442896), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 26.829840191256988), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 1.7244003686750091), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 0.3693099421969849)]
L628	13042023--s--Lm--st--L628--p--C04--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 152.44113047577432), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 29.48587672918969), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 22.159383646765335), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 16.552570158193785), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 0.771826868999486)]
