group	name	true	predicted	decision makers
('L628', 'C03', '24')	13042023--s--Lm--st--L628--p--C03--pos002--tm--24--ch--Syto9--z--21	L628	L455	[('mean-SUMMARYCustomAlgos.tsv_q10.txt', 27.54389333770894), ('eigenLocal-SUMMARYCustomAlgos.tsv_q10.txt', 24.480435792112626), ('std-SUMMARYCustomAlgos.tsv_std.txt', 7.615098793725135), ('std-SUMMARYCustomAlgos.tsv_var.txt', 7.041753886273676), ('mindiffs-SUMMARYDiffGlobal.tsv_mean.txt', 6.736611109864697), ('mindiffs-SUMMARYDiffGlobal.tsv_q90.txt', 6.439594548906521), ('minProp-SUMMARYCustomAlgos.tsv_median.txt', 6.116670807085323), ('mindiffs-SUMMARYDiffGlobal.tsv_q10.txt', 5.8369780770480215), ('minProp-SUMMARYCustomAlgos.tsv_q25.txt', 4.646791725117884), ('mindiffs-SUMMARYDiffGlobal.tsv_min.txt', 4.520272781828976), ('mean-SUMMARYCustomAlgos.tsv_q25.txt', 4.175469780562449), ('mindiffs-SUMMARYDiffGlobal.tsv_max.txt', 3.985391225258509), ('mindiffs-SUMMARYDiffGlobal.tsv_q75.txt', 3.965043175642877), ('mindiffs-SUMMARYDiffGlobal.tsv_q25.txt', 3.5266785793866107), ('mindiffs-SUMMARYDiffGlobal.tsv_median.txt', 2.8451736824222382), ('diff-SUMMARYCustomAlgos.tsv_q75.txt', 2.473148501445186), ('med-SUMMARYCustomAlgos.tsv_median.txt', 1.945847433400405), ('eigenLocal-SUMMARYCustomAlgos.tsv_min.txt', 1.553529199586951), ('mean-SUMMARYCustomAlgos.tsv_min.txt', 1.528969125107281), ('med-SUMMARYCustomAlgos.tsv_q75.txt', 1.3539451778532703), ('min-SUMMARYCustomAlgos.tsv_mean.txt', 1.0930879231266961), ('diff-SUMMARYCustomAlgos.tsv_median.txt', 1.0820610594534974), ('eigenLocal-SUMMARYCustomAlgos.tsv_q25.txt', 0.9733039828424199), ('minProp-SUMMARYCustomAlgos.tsv_mean.txt', 0.7556403033622483), ('minProp-SUMMARYCustomAlgos.tsv_q75.txt', 0.5930408385944066), ('minProp-SUMMARYCustomAlgos.tsv_min.txt', 0.5606202679188631), ('std-SUMMARYCustomAlgos.tsv_q25.txt', 0.5481693837778431), ('minProp-SUMMARYCustomAlgos.tsv_q10.txt', 0.47035639134904195), ('min-SUMMARYCustomAlgos.tsv_std.txt', 0.4424314573726368), ('min-SUMMARYCustomAlgos.tsv_q10.txt', 0.4295581958896363), ('std-SUMMARYCustomAlgos.tsv_median.txt', 0.4090779563123655), ('diff-SUMMARYCustomAlgos.tsv_q90.txt', 0.3868104029958001), ('min-SUMMARYCustomAlgos.tsv_q25.txt', 0.35071613438678145), ('diff-SUMMARYCustomAlgos.tsv_mean.txt', 0.34613084053813825), ('minProp-SUMMARYCustomAlgos.tsv_std.txt', 0.33568577429007707), ('mean-SUMMARYCustomAlgos.tsv_median.txt', 0.32440635085854375), ('diff-SUMMARYCustomAlgos.tsv_max.txt', 0.29288823286189397), ('diff-SUMMARYCustomAlgos.tsv_std.txt', 0.2837506969803621), ('minProp-SUMMARYCustomAlgos.tsv_max.txt', 0.2767446227855408), ('minProp-SUMMARYCustomAlgos.tsv_var.txt', 0.2650871526803143), ('min-SUMMARYCustomAlgos.tsv_var.txt', 0.2570122718283511), ('med-SUMMARYCustomAlgos.tsv_q25.txt', 0.2416118769937683), ('diff-SUMMARYCustomAlgos.tsv_min.txt', 0.21215435330066346), ('mdiffs-SUMMARYDiffGlobal.tsv_q90.txt', 0.2027512081956231), ('std-SUMMARYCustomAlgos.tsv_min.txt', 0.19843037172103412), ('diff-SUMMARYCustomAlgos.tsv_q10.txt', 0.18202070495884184), ('std-SUMMARYCustomAlgos.tsv_q10.txt', 0.1803489282903976), ('min-SUMMARYCustomAlgos.tsv_min.txt', 0.16439558998472573), ('mdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.15513055250336846), ('diff-SUMMARYCustomAlgos.tsv_var.txt', 0.14925250331933052), ('mdiffs-SUMMARYDiffGlobal.tsv_median.txt', 0.14714058753372244), ('maxdiffs-SUMMARYDiffGlobal.tsv_max.txt', 0.14173480086650705), ('min-SUMMARYCustomAlgos.tsv_median.txt', 0.12281982325642149), ('maxdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.12249491897003599), ('med-SUMMARYCustomAlgos.tsv_q90.txt', 0.11921336351458288), ('minProp-SUMMARYCustomAlgos.tsv_q90.txt', 0.11683667751911489), ('mdiffs-SUMMARYDiffGlobal.tsv_q75.txt', 0.11671706620983281), ('mdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.10355443594420949), ('mdiffs-SUMMARYDiffGlobal.tsv_q10.txt', 0.10210893909262131), ('max-SUMMARYCustomAlgos.tsv_min.txt', 0.10028394525010137), ('diff-SUMMARYCustomAlgos.tsv_q25.txt', 0.07918507277266242), ('maxdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.07553267166241599), ('mdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.07274715078700988), ('eigenLocal-SUMMARYCustomAlgos.tsv_median.txt', 0.07177261168897865), ('eigenLocal-SUMMARYCustomAlgos.tsv_var.txt', 0.06805954006373452), ('med-SUMMARYCustomAlgos.tsv_mean.txt', 0.06743606860795522), ('med-SUMMARYCustomAlgos.tsv_q10.txt', 0.06634570483680421), ('min-SUMMARYCustomAlgos.tsv_q90.txt', 0.06543970077797714), ('maxdiffs-SUMMARYDiffGlobal.tsv_q10.txt', 0.06434008394160001), ('maxdiffs-SUMMARYDiffGlobal.tsv_q75.txt', 0.056249438431827586), ('min-SUMMARYCustomAlgos.tsv_max.txt', 0.046987280714056064), ('med-SUMMARYCustomAlgos.tsv_std.txt', 0.0404742170340537), ('eigenLocal-SUMMARYCustomAlgos.tsv_max.txt', 0.03498237305472062), ('mdiffs-SUMMARYDiffGlobal.tsv_max.txt', 0.03178682917611489), ('med-SUMMARYCustomAlgos.tsv_max.txt', 0.028813449891836325), ('std-SUMMARYCustomAlgos.tsv_max.txt', 0.028323162613975477), ('std-SUMMARYCustomAlgos.tsv_mean.txt', 0.028261683123848157), ('max-SUMMARYCustomAlgos.tsv_mean.txt', 0.02501323251417769), ('maxdiffs-SUMMARYDiffGlobal.tsv_median.txt', 0.024535551774561022), ('max-SUMMARYCustomAlgos.tsv_q25.txt', 0.022466332376145728), ('min-SUMMARYCustomAlgos.tsv_q75.txt', 0.02081632653061225), ('mean-SUMMARYCustomAlgos.tsv_q75.txt', 0.019225781250000004), ('eigen-SUMMARYDiffGlobal.tsv_q90.txt', 0.018001511696073665), ('med-SUMMARYCustomAlgos.tsv_var.txt', 0.01625), ('eigenLocal-SUMMARYCustomAlgos.tsv_q90.txt', 0.01574052640603566), ('max-SUMMARYCustomAlgos.tsv_var.txt', 0.014904670512706364), ('med-SUMMARYCustomAlgos.tsv_min.txt', 0.012526750270027639), ('maxdiffs-SUMMARYDiffGlobal.tsv_q90.txt', 0.010763054948306958), ('mean-SUMMARYCustomAlgos.tsv_var.txt', 0.00690945168717398), ('eigen-SUMMARYDiffGlobal.tsv_q10.txt', 0.006732751896040188), ('max-SUMMARYCustomAlgos.tsv_std.txt', 0.006666666666666666), ('maxdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.006272296436669138), ('eigen-SUMMARYDiffGlobal.tsv_mean.txt', 0.006124018586764939), ('eigen-SUMMARYDiffGlobal.tsv_min.txt', 0.0060423769400378725), ('eigenLocal-SUMMARYCustomAlgos.tsv_q75.txt', 0.0058614024491867485), ('mean-SUMMARYCustomAlgos.tsv_std.txt', 0.000374884396882027)]
('L628', 'C03', '24')	23052023--s--Lm--st--L628--p--C03--pos002--tm--24--ch--Syto9--z--21	L628	L455	[('mean-SUMMARYCustomAlgos.tsv_q10.txt', 27.372017396906756), ('eigenLocal-SUMMARYCustomAlgos.tsv_q10.txt', 25.086577871343618), ('std-SUMMARYCustomAlgos.tsv_std.txt', 6.966703255671939), ('mindiffs-SUMMARYDiffGlobal.tsv_mean.txt', 6.900275212954873), ('std-SUMMARYCustomAlgos.tsv_var.txt', 6.672900901545775), ('mindiffs-SUMMARYDiffGlobal.tsv_q90.txt', 6.216479006031448), ('minProp-SUMMARYCustomAlgos.tsv_median.txt', 5.711711569869016), ('mindiffs-SUMMARYDiffGlobal.tsv_q10.txt', 5.629292781527605), ('mindiffs-SUMMARYDiffGlobal.tsv_min.txt', 4.673116496660183), ('mindiffs-SUMMARYDiffGlobal.tsv_max.txt', 4.1487540239021845), ('mindiffs-SUMMARYDiffGlobal.tsv_q75.txt', 3.9965972696725824), ('minProp-SUMMARYCustomAlgos.tsv_q25.txt', 3.947032558674363), ('mean-SUMMARYCustomAlgos.tsv_q25.txt', 3.9426573665717757), ('mindiffs-SUMMARYDiffGlobal.tsv_q25.txt', 3.529178624530087), ('mindiffs-SUMMARYDiffGlobal.tsv_median.txt', 2.641952919618165), ('med-SUMMARYCustomAlgos.tsv_median.txt', 1.8869659482042558), ('diff-SUMMARYCustomAlgos.tsv_q75.txt', 1.8558693230815497), ('eigenLocal-SUMMARYCustomAlgos.tsv_min.txt', 1.5707432824008938), ('mean-SUMMARYCustomAlgos.tsv_min.txt', 1.5038005363069442), ('med-SUMMARYCustomAlgos.tsv_q75.txt', 1.1947509523573074), ('eigenLocal-SUMMARYCustomAlgos.tsv_q25.txt', 1.179734408017815), ('std-SUMMARYCustomAlgos.tsv_q25.txt', 1.0709976240338053), ('diff-SUMMARYCustomAlgos.tsv_median.txt', 0.9593333534295028), ('minProp-SUMMARYCustomAlgos.tsv_min.txt', 0.9445140971567364), ('min-SUMMARYCustomAlgos.tsv_mean.txt', 0.9215321998330167), ('mean-SUMMARYCustomAlgos.tsv_median.txt', 0.7391797921927051), ('minProp-SUMMARYCustomAlgos.tsv_mean.txt', 0.5470260762084828), ('minProp-SUMMARYCustomAlgos.tsv_q75.txt', 0.5444620424932759), ('minProp-SUMMARYCustomAlgos.tsv_q10.txt', 0.4933336083588736), ('diff-SUMMARYCustomAlgos.tsv_mean.txt', 0.46212827805463425), ('std-SUMMARYCustomAlgos.tsv_median.txt', 0.39424970015419164), ('std-SUMMARYCustomAlgos.tsv_q10.txt', 0.3485847131507693), ('minProp-SUMMARYCustomAlgos.tsv_var.txt', 0.3293842621588727), ('diff-SUMMARYCustomAlgos.tsv_q90.txt', 0.3213894266632751), ('std-SUMMARYCustomAlgos.tsv_min.txt', 0.32113383053556677), ('min-SUMMARYCustomAlgos.tsv_std.txt', 0.3165326612145801), ('diff-SUMMARYCustomAlgos.tsv_std.txt', 0.3004505154591404), ('min-SUMMARYCustomAlgos.tsv_q10.txt', 0.2838382531780332), ('min-SUMMARYCustomAlgos.tsv_var.txt', 0.27044171609121215), ('diff-SUMMARYCustomAlgos.tsv_var.txt', 0.266281733198577), ('minProp-SUMMARYCustomAlgos.tsv_std.txt', 0.2490246630125581), ('mdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.19215394764921623), ('mdiffs-SUMMARYDiffGlobal.tsv_q90.txt', 0.18786851439369853), ('diff-SUMMARYCustomAlgos.tsv_q10.txt', 0.18446843532754365), ('min-SUMMARYCustomAlgos.tsv_q25.txt', 0.1836075241581589), ('med-SUMMARYCustomAlgos.tsv_q25.txt', 0.17468830208774422), ('std-SUMMARYCustomAlgos.tsv_mean.txt', 0.13681474709062544), ('eigenLocal-SUMMARYCustomAlgos.tsv_median.txt', 0.12850352132484474), ('mdiffs-SUMMARYDiffGlobal.tsv_q75.txt', 0.12845654174718016), ('diff-SUMMARYCustomAlgos.tsv_min.txt', 0.11997081790149561), ('minProp-SUMMARYCustomAlgos.tsv_q90.txt', 0.11085407859598109), ('maxdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.10698382961572261), ('min-SUMMARYCustomAlgos.tsv_max.txt', 0.10656520126479334), ('diff-SUMMARYCustomAlgos.tsv_max.txt', 0.10623269898067832), ('maxdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.10226170381171568), ('mdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.09493230380661244), ('mdiffs-SUMMARYDiffGlobal.tsv_median.txt', 0.09431938569636189), ('med-SUMMARYCustomAlgos.tsv_mean.txt', 0.08748392905823231), ('minProp-SUMMARYCustomAlgos.tsv_max.txt', 0.08330080953886565), ('med-SUMMARYCustomAlgos.tsv_q90.txt', 0.07745675370300498), ('mdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.06413776745954167), ('max-SUMMARYCustomAlgos.tsv_min.txt', 0.06262671117880159), ('maxdiffs-SUMMARYDiffGlobal.tsv_q75.txt', 0.06225193895743833), ('eigenLocal-SUMMARYCustomAlgos.tsv_std.txt', 0.062059643310177985), ('mean-SUMMARYCustomAlgos.tsv_std.txt', 0.06159659763313609), ('diff-SUMMARYCustomAlgos.tsv_q25.txt', 0.061575182408121376), ('maxdiffs-SUMMARYDiffGlobal.tsv_max.txt', 0.060361133954364106), ('max-SUMMARYCustomAlgos.tsv_mean.txt', 0.059085684230862134), ('max-SUMMARYCustomAlgos.tsv_std.txt', 0.052862273289262976), ('eigen-SUMMARYDiffGlobal.tsv_q75.txt', 0.051208941944843954), ('mdiffs-SUMMARYDiffGlobal.tsv_q10.txt', 0.05069633091652197), ('maxdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.04861791583359429), ('min-SUMMARYCustomAlgos.tsv_q90.txt', 0.046856952652290416), ('mean-SUMMARYCustomAlgos.tsv_var.txt', 0.0463514700443787), ('med-SUMMARYCustomAlgos.tsv_var.txt', 0.0444986054628263), ('std-SUMMARYCustomAlgos.tsv_max.txt', 0.04174247057245297), ('eigenLocal-SUMMARYCustomAlgos.tsv_q90.txt', 0.041595651923235916), ('mdiffs-SUMMARYDiffGlobal.tsv_max.txt', 0.04148233226236528), ('maxdiffs-SUMMARYDiffGlobal.tsv_q10.txt', 0.03170512482526813), ('min-SUMMARYCustomAlgos.tsv_median.txt', 0.029750968232435386), ('max-SUMMARYCustomAlgos.tsv_var.txt', 0.028253404166876488), ('eigen-SUMMARYDiffGlobal.tsv_q90.txt', 0.026643487004715638), ('med-SUMMARYCustomAlgos.tsv_min.txt', 0.02303356972744191), ('eigenLocal-SUMMARYCustomAlgos.tsv_var.txt', 0.022152129152758267), ('mean-SUMMARYCustomAlgos.tsv_q75.txt', 0.019225781250000004), ('globalMean-SUMMARYDiffGlobal.tsv_min.txt', 0.018674999999999997), ('mean-SUMMARYCustomAlgos.tsv_max.txt', 0.016663140961133013), ('globalMean-SUMMARYDiffGlobal.tsv_max.txt', 0.01530254075512562), ('maxdiffs-SUMMARYDiffGlobal.tsv_q90.txt', 0.014752692057318955), ('min-SUMMARYCustomAlgos.tsv_min.txt', 0.012241879017447195), ('eigenLocal-SUMMARYCustomAlgos.tsv_q75.txt', 0.01180785142877858), ('med-SUMMARYCustomAlgos.tsv_q10.txt', 0.010204081632653062), ('std-SUMMARYCustomAlgos.tsv_q90.txt', 0.006666666666666666), ('eigen-SUMMARYDiffGlobal.tsv_q25.txt', 0.006269322235434016), ('eigen-SUMMARYDiffGlobal.tsv_min.txt', 0.0060423769400378725), ('med-SUMMARYCustomAlgos.tsv_max.txt', 0.006032625423207141), ('globalMean-SUMMARYDiffGlobal.tsv_q25.txt', 0.0049382716049382715), ('maxdiffs-SUMMARYDiffGlobal.tsv_median.txt', -0.001291540417187286)]
('L628', 'C04', '24')	23052023--s--Lm--st--L628--p--C04--pos001--tm--24--ch--Syto9--z--21	L628	L455	[('mean-SUMMARYCustomAlgos.tsv_q10.txt', 19.89026846241778), ('mean-SUMMARYCustomAlgos.tsv_q25.txt', 18.975378145246513), ('eigenLocal-SUMMARYCustomAlgos.tsv_q10.txt', 17.197500093533563), ('mindiffs-SUMMARYDiffGlobal.tsv_q90.txt', 4.464619758879355), ('mindiffs-SUMMARYDiffGlobal.tsv_mean.txt', 4.4477618626883215), ('mindiffs-SUMMARYDiffGlobal.tsv_min.txt', 4.100419940772292), ('mindiffs-SUMMARYDiffGlobal.tsv_q10.txt', 3.9981355308784217), ('eigenLocal-SUMMARYCustomAlgos.tsv_q25.txt', 3.091865356324428), ('mindiffs-SUMMARYDiffGlobal.tsv_q25.txt', 2.950244401792964), ('mindiffs-SUMMARYDiffGlobal.tsv_max.txt', 2.6649157021701626), ('mindiffs-SUMMARYDiffGlobal.tsv_q75.txt', 2.547359264797889), ('mindiffs-SUMMARYDiffGlobal.tsv_median.txt', 1.602551102591988), ('minProp-SUMMARYCustomAlgos.tsv_median.txt', 1.5485271995391914), ('mean-SUMMARYCustomAlgos.tsv_min.txt', 1.2012358760097677), ('minProp-SUMMARYCustomAlgos.tsv_q25.txt', 0.9077208591094454), ('eigenLocal-SUMMARYCustomAlgos.tsv_min.txt', 0.620432520408351), ('std-SUMMARYCustomAlgos.tsv_median.txt', 0.2854602490112867), ('minProp-SUMMARYCustomAlgos.tsv_q10.txt', 0.2720270440883799), ('std-SUMMARYCustomAlgos.tsv_var.txt', 0.20916774175619143), ('minProp-SUMMARYCustomAlgos.tsv_min.txt', 0.20100369291988968), ('std-SUMMARYCustomAlgos.tsv_std.txt', 0.19141345729219938), ('minProp-SUMMARYCustomAlgos.tsv_mean.txt', 0.17902219431498215), ('min-SUMMARYCustomAlgos.tsv_std.txt', 0.1269199580621394), ('min-SUMMARYCustomAlgos.tsv_var.txt', 0.10471183514823079), ('minProp-SUMMARYCustomAlgos.tsv_std.txt', 0.08492690335139971), ('minProp-SUMMARYCustomAlgos.tsv_var.txt', 0.08078526806696115), ('minProp-SUMMARYCustomAlgos.tsv_q75.txt', 0.07353367112261314), ('std-SUMMARYCustomAlgos.tsv_q25.txt', 0.0678318520572583), ('med-SUMMARYCustomAlgos.tsv_max.txt', 0.06330721061251479), ('min-SUMMARYCustomAlgos.tsv_max.txt', 0.06262916924601246), ('diff-SUMMARYCustomAlgos.tsv_mean.txt', 0.05824514650063341), ('eigenLocal-SUMMARYCustomAlgos.tsv_median.txt', 0.058194327893573525), ('med-SUMMARYCustomAlgos.tsv_q10.txt', 0.05593231362852291), ('med-SUMMARYCustomAlgos.tsv_min.txt', 0.0528798501457831), ('min-SUMMARYCustomAlgos.tsv_q10.txt', 0.05245179063360881), ('diff-SUMMARYCustomAlgos.tsv_q75.txt', 0.05224706266807729), ('minProp-SUMMARYCustomAlgos.tsv_max.txt', 0.045334269074260435), ('med-SUMMARYCustomAlgos.tsv_var.txt', 0.044589898989898985), ('min-SUMMARYCustomAlgos.tsv_mean.txt', 0.042272885393826946), ('std-SUMMARYCustomAlgos.tsv_max.txt', 0.03247620804520156), ('std-SUMMARYCustomAlgos.tsv_mean.txt', 0.031614009535532304), ('mean-SUMMARYCustomAlgos.tsv_median.txt', 0.030561175330048165), ('diff-SUMMARYCustomAlgos.tsv_max.txt', 0.030080738177624005), ('max-SUMMARYCustomAlgos.tsv_var.txt', 0.03), ('eigenLocal-SUMMARYCustomAlgos.tsv_q75.txt', 0.027053986594456104), ('mean-SUMMARYCustomAlgos.tsv_max.txt', 0.026470748299319728), ('max-SUMMARYCustomAlgos.tsv_q10.txt', 0.023936042330565864), ('diff-SUMMARYCustomAlgos.tsv_std.txt', 0.021869641347663338), ('eigenLocal-SUMMARYCustomAlgos.tsv_mean.txt', 0.021173469387755106), ('mdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.020828782197359196), ('std-SUMMARYCustomAlgos.tsv_min.txt', 0.017777777777777778), ('min-SUMMARYCustomAlgos.tsv_q25.txt', 0.01714285714285714), ('minProp-SUMMARYCustomAlgos.tsv_q90.txt', 0.0168), ('std-SUMMARYCustomAlgos.tsv_q75.txt', 0.01678462441734819), ('diff-SUMMARYCustomAlgos.tsv_var.txt', 0.01670246913580246), ('maxdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.01640625), ('std-SUMMARYCustomAlgos.tsv_q10.txt', 0.015), ('diff-SUMMARYCustomAlgos.tsv_min.txt', 0.01487603305785124), ('mean-SUMMARYCustomAlgos.tsv_q90.txt', 0.0144), ('globalMean-SUMMARYDiffGlobal.tsv_max.txt', 0.0140625), ('std-SUMMARYCustomAlgos.tsv_q90.txt', 0.013338271604938272), ('med-SUMMARYCustomAlgos.tsv_q25.txt', 0.0125), ('mdiffs-SUMMARYDiffGlobal.tsv_mean.txt', 0.011570247933884299), ('med-SUMMARYCustomAlgos.tsv_mean.txt', 0.01095), ('mdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.010817263544536269), ('maxdiffs-SUMMARYDiffGlobal.tsv_q75.txt', 0.010785123966942149), ('max-SUMMARYCustomAlgos.tsv_mean.txt', 0.00816326530612245), ('min-SUMMARYCustomAlgos.tsv_median.txt', 0.0075), ('eigen-SUMMARYDiffGlobal.tsv_q25.txt', 0.006666666666666666), ('eigenLocal-SUMMARYCustomAlgos.tsv_max.txt', 0.006666666666666666), ('diff-SUMMARYCustomAlgos.tsv_q10.txt', 0.006454002188367991), ('diff-SUMMARYCustomAlgos.tsv_q25.txt', 0.0063999999999999994), ('mdiffs-SUMMARYDiffGlobal.tsv_max.txt', 0.006122448979591838), ('min-SUMMARYCustomAlgos.tsv_q90.txt', 0.0058961204735586146), ('eigenLocal-SUMMARYCustomAlgos.tsv_q90.txt', 0.005), ('maxdiffs-SUMMARYDiffGlobal.tsv_min.txt', 0.005), ('eigenLocal-SUMMARYCustomAlgos.tsv_std.txt', 0.0044444444444444444), ('max-SUMMARYCustomAlgos.tsv_min.txt', 0.00375), ('med-SUMMARYCustomAlgos.tsv_q75.txt', 0.0019259259259259353), ('maxdiffs-SUMMARYDiffGlobal.tsv_q25.txt', 0.001476019345408406), ('eigen-SUMMARYDiffGlobal.tsv_q90.txt', 0.001475981404958664)]
