group	name	true	predicted	decision makers
L628	13042023--s--Lm--st--L628--p--C04--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 96.14299238423663), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 45.03793444138302), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 29.569394776475175), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.00727794618787), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 6.918497275662187)]
L628	13042023--s--Lm--st--L628--p--C04--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 93.1891476507471), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 87.50912713913253), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 84.50391475529501), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 20.805932292600822), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 19.683734410257408)]
L628	13042023--s--Lm--st--L628--p--C04--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 102.81229521165747), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 86.49988795165373), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 85.244718330921), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 20.165988736463255), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 18.053127888963687)]
L628	13042023--s--Lm--st--L628--p--C05--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 91.5965169071153), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 87.88318940296512), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 79.44287182381343), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 20.169945822422182), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 15.315182511544045)]
L628	13042023--s--Lm--st--L628--p--C05--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 53.49528536161275), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 36.36899065432877), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 32.3468006218254), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 15.431285627418008), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 5.621556795625776)]
L628	13042023--s--Lm--st--L628--p--C05--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 118.39790302551302), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 98.71593332795214), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 68.58626262750654), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.785185147879716), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.854208178993663)]
L628	13042023--s--Lm--st--L628--p--C06--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 66.8814223537142), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 45.58008428879672), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 30.512506192756415), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 25.804159296425436), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 1.1939433393510228)]
L628	13042023--s--Lm--st--L628--p--C06--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 96.4809940827979), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 44.8793553317255), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 30.00807470040751), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 12.684113940112693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 6.918497275662187)]
L628	13042023--s--Lm--st--L628--p--C06--pos--3--tm--0--ch--BF	L628	L1323	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 171.0851589905591), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 60.478917986566024), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 56.78768128659136), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 26.044974131320547), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 7.298334721194077)]
L628	13042023--s--Lm--st--L628--p--D03--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 122.65793964131277), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 107.81298844569973), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 72.45980398782261), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.673016633696134), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 0.03705969851582779)]
L628	13042023--s--Lm--st--L628--p--D03--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 111.07685955028153), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 36.25859641121403), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 25.007468299376885), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 16.335628591566092), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 14.20312063906332)]
L628	13042023--s--Lm--st--L628--p--D03--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 124.86235366112533), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 89.93838174261039), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 35.02634617070093), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.758042117270323), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 0.44650998981716983)]
L628	13042023--s--Lm--st--L628--p--D04--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 96.14299238423663), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 45.03793444138302), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 29.569394776475175), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 14.50104188822132), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 6.918497275662187)]
L628	13042023--s--Lm--st--L628--p--D04--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 97.28511463329819), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 44.68287103336112), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 29.885566554406758), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 13.348099547579857), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 9.393706156045521)]
L628	13042023--s--Lm--st--L628--p--D04--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 120.02416064298609), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 98.7376847553662), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 70.0444764749183), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.785185147879716), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.990881676036273)]
L628	13042023--s--Lm--st--L628--p--D05--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 44.5351616126324), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 36.9231169906132), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 32.272960898837376), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.080512449463797), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 5.556668148285972)]
L628	13042023--s--Lm--st--L628--p--D05--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 118.35484749759351), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 105.9372827429565), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 68.13436120024214), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 3.7874574760167192), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 1.8963726073193872)]
L628	13042023--s--Lm--st--L628--p--D05--pos--3--tm--0--ch--BF	L628	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 50.5600421650384), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 49.158334437422496), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 30.45544518543605), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.6952393658790665), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 4.536238779496439)]
L628	13042023--s--Lm--st--L628--p--D06--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 53.30536327095058), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 37.45057208682496), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 31.290408870624866), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.99206381046388), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 4.388994733346987)]
L628	13042023--s--Lm--st--L628--p--D06--pos--2--tm--0--ch--BF	L628	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 52.6030485413858), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 39.43212558485445), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 30.470754336863287), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 17.734202961086574), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 6.747061135469064)]
L628	13042023--s--Lm--st--L628--p--D06--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 94.33386123753844), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 48.835036958289656), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 33.2770409310261), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 31.96616007933064), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 1.6063657840103782)]
L628	13042023--s--Lm--st--L628--p--D07--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 120.61440331344019), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 99.51817303650552), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 70.20363489451819), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.785185147879716), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.823736559419844)]
L628	13042023--s--Lm--st--L628--p--D07--pos--2--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 35.84821224508633), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 34.95985580744276), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 33.38030221843945), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 19.145977873214154), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 6.9555661123777615)]
L628	13042023--s--Lm--st--L628--p--D07--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 66.8814223537142), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 45.58008428879672), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 30.512506192756415), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 25.804159296425436), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 1.1939433393510228)]
L628	13042023--s--Lm--st--L628--p--D08--pos--1--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 122.65793964131277), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 108.19851821239502), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 72.54604206250396), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.524880438446865)]
L628	13042023--s--Lm--st--L628--p--D08--pos--2--tm--0--ch--BF	L628	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 122.29367203766846), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 88.10323220796484), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 72.39536892917663), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 17.986478455717364), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 16.785613785767563)]
L628	13042023--s--Lm--st--L628--p--D08--pos--3--tm--0--ch--BF	L628	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 120.61440331344019), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 99.51817303650552), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 69.59098980692829), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 8.785185147879716), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.823736559419844)]
L1764	13062023--s--Lm--st--L1764--p--F04--pos--1--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 43.69678559572907), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.129375402327874), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 31.908412132080258), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 29.51662491753331), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.16801171581538)]
L1764	13062023--s--Lm--st--L1764--p--F04--pos--2--tm--0--ch--BF	L1764	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 74.56216306225681), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 24.33591127617866), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.95855871499057), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 9.003452969156028), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 7.073589145487211)]
L1764	13062023--s--Lm--st--L1764--p--F04--pos--3--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 20.290122207805364), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 16.494254977052854), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 14.762179056082868), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 4.494350620517813), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 3.459514730311584)]
L1764	13062023--s--Lm--st--L1764--p--F05--pos--1--tm--0--ch--BF	L1764	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 76.96002755654267), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 31.492571565465454), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.604880155412), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 9.009297369903315), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 7.581985527317701)]
L1764	13062023--s--Lm--st--L1764--p--F05--pos--3--tm--0--ch--BF	L1764	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 63.79122443842958), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 34.56898715740463), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 25.69770429446374), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.303030848417325), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 21.986865535960742)]
L1764	13062023--s--Lm--st--L1764--p--F06--pos--1--tm--0--ch--BF	L1764	L1823	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 59.417196507711964), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 20.932219883739144), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.34242101452964), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 8.820722824560502), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 7.322419996164782)]
L1764	13062023--s--Lm--st--L1764--p--F06--pos--2--tm--0--ch--BF	L1764	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 98.62398815862514), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 73.00244289104899), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 45.183825549162464), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 42.13336244278624), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 15.379463848826703)]
L1764	13062023--s--Lm--st--L1764--p--F06--pos--3--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 38.009780104574844), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 31.973808257134767), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 29.0551216510687), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 26.7666368235989), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 14.929860706225355)]
L1764	13062023--s--Lm--st--L1764--p--F07--pos--1--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 24.03083961754304), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 23.990365272948505), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 23.82995988446984), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 18.365487146855457), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 7.451097110666338)]
L1764	13062023--s--Lm--st--L1764--p--F07--pos--2--tm--0--ch--BF	L1764	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 50.06521055421277), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 30.29227971625237), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 25.04058513510493), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.657549725324593), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 5.6358772220352735)]
L1764	13062023--s--Lm--st--L1764--p--F07--pos--3--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 66.80989141687752), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 40.91974670235805), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 36.78162954724968), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 33.875085939217705), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 24.531811550095043)]
L1764	13062023--s--Lm--st--L1764--p--F08--pos--1--tm--0--ch--BF	L1764	L394	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 50.5679149699369), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 19.49052569169377), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.157024799711948), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 8.937745000703641), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 7.232347516577219)]
L1764	13062023--s--Lm--st--L1764--p--F08--pos--2--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 66.83502937354879), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 41.68014843791871), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 36.52666662037211), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 34.20409935318072), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 24.965397226357737)]
L1764	13062023--s--Lm--st--L1764--p--F08--pos--3--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 62.657528771259855), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 33.579260238506635), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 20.704294473733434), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 18.738463646210082), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 16.772301323499704)]
L1764	13062023--s--Lm--st--L1764--p--F09--pos--1--tm--0--ch--BF	L1764	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 72.06323630893392), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 22.42997580043524), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 19.714267074228783), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 17.862419157156943), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 14.422362015754958)]
L1764	13062023--s--Lm--st--L1764--p--F09--pos--2--tm--0--ch--BF	L1764	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 42.637068706634516), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 26.886713310742845), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 20.111016831915194), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 15.177619347687626), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 10.571702744937777)]
L1764	13062023--s--Lm--st--L1764--p--F10--pos--1--tm--0--ch--BF	L1764	L455	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 46.28682131158293), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 32.4961644645693), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 27.693977788846396), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 22.53466660309551), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 11.401796328463613)]
L1764	13062023--s--Lm--st--L1764--p--F10--pos--2--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 43.92418016710057), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 32.70149307624775), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 31.397285590913633), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 28.93948057006887), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 15.975255044775269)]
L1764	13062023--s--Lm--st--L1764--p--F10--pos--3--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 56.47685236334596), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 43.97508373801278), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 31.63854629272455), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 25.864373760245655), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 21.226766181945305)]
L1764	13062023--s--Lm--st--L1764--p--G03--pos--1--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 34.85884114605705), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 30.5414740479978), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 22.611358493492776), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 18.690284149966963), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 8.487626132645135)]
L1764	13062023--s--Lm--st--L1764--p--G03--pos--2--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 36.79596860146789), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 26.069887380389986), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 23.724094880080397), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 23.418667486129074), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 17.053631954980307)]
L1764	13062023--s--Lm--st--L1764--p--G03--pos--3--tm--0--ch--BF	L1764	19115	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 46.1977058719571), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 28.042371557903813), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 22.922864607677184), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 21.978343074964332), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 6.381107257406517)]
L1764	13062023--s--Lm--st--L1764--p--G04--pos--1--tm--0--ch--BF	L1764	L634	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 57.62114271789948), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 33.05284319227293), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 29.116021074649627), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 28.994247899498887), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 17.416121779020116)]
L1764	13062023--s--Lm--st--L1764--p--G04--pos--2--tm--0--ch--BF	L1764	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 57.44147199204466), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 23.776998764820213), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 19.39568430041918), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 17.246061896834156), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 15.404657716185696)]
L1764	13062023--s--Lm--st--L1764--p--G05--pos--1--tm--0--ch--BF	L1764	L628	[('Unnamed: 0-SUMMARYCustomAlgos.tsv_mean.txt', 69.57816868100065), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_max.txt', 37.50347469104179), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_min.txt', 29.25151538811059), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_q10.txt', 18.9699284939336), ('Unnamed: 0-SUMMARYCustomAlgos.tsv_median.txt', 18.899337153819413)]
