sampleName	 -SUMMARYhistAll.tsv_max.txt	 -SUMMARYhistAll.tsv_mean.txt	 -SUMMARYhistAll.tsv_median.txt	 -SUMMARYhistAll.tsv_min.txt	 -SUMMARYhistAll.tsv_q10.txt	 -SUMMARYhistAll.tsv_q25.txt	 -SUMMARYhistAll.tsv_q75.txt	 -SUMMARYhistAll.tsv_q90.txt	 -SUMMARYhistAll.tsv_std.txt	 -SUMMARYhistAll.tsv_var.txt	GlobalCount-SUMMARYhistAll.tsv_max.txt	GlobalCount-SUMMARYhistAll.tsv_mean.txt	GlobalCount-SUMMARYhistAll.tsv_median.txt	GlobalCount-SUMMARYhistAll.tsv_min.txt	GlobalCount-SUMMARYhistAll.tsv_q10.txt	GlobalCount-SUMMARYhistAll.tsv_q25.txt	GlobalCount-SUMMARYhistAll.tsv_q75.txt	GlobalCount-SUMMARYhistAll.tsv_q90.txt	GlobalCount-SUMMARYhistAll.tsv_std.txt	GlobalCount-SUMMARYhistAll.tsv_var.txt	Unnamed: 0-SUMMARYhistAll.tsv_max.txt	Unnamed: 0-SUMMARYhistAll.tsv_mean.txt	Unnamed: 0-SUMMARYhistAll.tsv_median.txt	Unnamed: 0-SUMMARYhistAll.tsv_min.txt	Unnamed: 0-SUMMARYhistAll.tsv_q10.txt	Unnamed: 0-SUMMARYhistAll.tsv_q25.txt	Unnamed: 0-SUMMARYhistAll.tsv_q75.txt	Unnamed: 0-SUMMARYhistAll.tsv_q90.txt	Unnamed: 0-SUMMARYhistAll.tsv_std.txt	Unnamed: 0-SUMMARYhistAll.tsv_var.txt	Value-SUMMARYhistAll.tsv_max.txt	Value-SUMMARYhistAll.tsv_mean.txt	Value-SUMMARYhistAll.tsv_median.txt	Value-SUMMARYhistAll.tsv_min.txt	Value-SUMMARYhistAll.tsv_q10.txt	Value-SUMMARYhistAll.tsv_q25.txt	Value-SUMMARYhistAll.tsv_q75.txt	Value-SUMMARYhistAll.tsv_q90.txt	Value-SUMMARYhistAll.tsv_std.txt	Value-SUMMARYhistAll.tsv_var.txt	label
18042023_s_Lm_st_L394_p_C06_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18323.0	4096.0	970.0	0.0	5.0	35.25	6967.0	13859.5	5528.396720391834	30563170.298039187	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C06_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14834.0	4096.0	1511.0	27.0	59.0	245.25	7113.5	13252.5	4904.6850479524	24055935.41960784	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C06_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	17194.0	4096.0	670.0	0.0	2.0	20.5	7088.0	14484.5	5645.148269818543	31867698.98823529	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C06_pos005_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	24527.0	4096.0	163.0	0.0	1.0	5.0	4773.75	16803.5	7004.62307113148	49064744.36862741	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C06_pos005_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	29600.0	4096.0	52.5	0.0	0.0	1.0	3477.5	17714.0	7784.1277718590545	60592645.16862741	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos001_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14439.0	4096.0	3179.0	186.0	623.5	1247.75	6734.25	8672.5	3201.0122663638394	10246479.529411765	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos001_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	26734.0	4096.0	47.0	0.0	0.0	1.0	3880.5	17639.5	7523.147642247816	56597750.44705888	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos002_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14257.0	4096.0	2377.5	136.0	225.0	588.0	6734.25	11189.5	4184.152066745069	17507128.51764703	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos002_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	19576.0	4096.0	773.0	0.0	3.0	27.0	6308.5	14636.5	5811.093945137669	33768812.83921567	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos003_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13147.0	4096.0	2417.5	62.0	191.5	546.75	7067.5	11179.5	4104.142606359255	16843986.53333334	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	12194.0	4096.0	2729.5	258.0	385.0	848.75	6853.25	10453.0	3743.595191371891	14014504.956862744	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13363.0	4096.0	2317.0	44.0	225.0	563.25	6984.5	11610.5	4225.755149129223	17857006.58039214	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	15264.0	4096.0	1824.0	19.0	57.0	258.5	6736.75	12527.5	4747.871646182894	22542285.168627467	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos005_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	11861.0	4096.0	2762.5	62.0	240.0	699.5	6955.25	10671.5	3848.222473288359	14808816.203921571	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C07_pos005_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13097.0	4096.0	2380.5	19.0	78.0	343.5	7120.5	11326.5	4251.106485721237	18071906.352941167	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos001_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	21807.0	4096.0	1503.5	27.0	63.0	234.75	6355.25	12883.5	5315.170766998269	28251040.28235296	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos001_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	19343.0	4096.0	573.5	0.0	3.0	17.0	6628.75	15528.5	5962.825830288267	35555291.88235296	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos002_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	22325.0	4096.0	775.0	1.0	11.0	56.25	6277.0	14423.5	5955.99791148122	35473911.12156866	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos002_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	24660.0	4096.0	227.5	0.0	1.0	4.0	5528.25	15769.0	6737.5380701751055	45394419.24705888	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos003_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18929.0	4096.0	1181.5	10.0	27.0	124.75	6392.75	13544.5	5486.156821902724	30097916.6745098	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18842.0	4096.0	1040.5	1.0	8.0	64.0	6772.75	13748.0	5499.972364992959	30249696.015686247	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	17396.0	4096.0	1498.5	19.0	49.0	214.5	6520.25	13339.0	5167.491325964816	26702966.60392161	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18462.0	4096.0	722.5	0.0	3.0	20.0	6700.25	14968.0	5746.962023027263	33027572.49411761	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos005_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	16993.0	4096.0	1124.5	0.0	8.5	62.0	6821.25	13673.5	5348.20895730341	28603339.050980423	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_C08_pos005_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	15700.0	4096.0	1264.5	0.0	5.5	49.75	7323.25	13292.5	5111.582836088652	26128279.0901961	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos001_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14458.0	4096.0	813.5	0.0	1.0	10.75	8512.75	12942.0	5100.016252953725	26010165.78039215	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos001_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18580.0	4096.0	90.0	0.0	0.0	1.0	7590.0	15640.0	6123.289897483825	37494679.16862748	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos002_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13435.0	4096.0	1327.5	0.0	3.0	34.25	8500.25	12101.5	4807.741750266429	23114380.737254903	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos002_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	15859.0	4096.0	561.5	0.0	1.0	12.0	8175.25	13874.5	5454.619484940283	29752873.7254902	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos003_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13330.0	4096.0	1757.5	0.0	2.0	67.5	8142.25	11765.5	4602.556847802632	21183529.5372549	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14372.0	4096.0	1243.0	0.0	1.0	15.75	8056.75	12891.0	5011.539000441004	25115523.152941216	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13119.0	4096.0	1845.0	0.0	3.0	54.0	8296.25	11396.5	4519.729094779472	20427951.090196066	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	12581.0	4096.0	1724.5	0.0	3.0	63.75	8310.25	11706.5	4564.90267920229	20838336.47058824	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos005_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14849.0	4096.0	1002.5	0.0	0.0	18.5	8459.5	12825.0	5049.1609095171525	25494025.89019608	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D04_pos005_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	16532.0	4096.0	458.5	0.0	0.0	5.75	7724.25	14230.5	5627.810042504085	31672245.874509823	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos001_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	12384.0	4096.0	2246.0	23.0	64.5	291.0	7799.0	10865.0	4206.670481648936	17696076.54117649	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos001_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	16772.0	4096.0	723.5	0.0	0.0	5.75	7643.25	13894.0	5456.709579526304	29775679.43529413	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos002_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13102.0	4096.0	1803.0	0.0	1.5	69.0	8241.5	11591.5	4539.534622429404	20607374.588235278	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos002_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14868.0	4096.0	891.5	0.0	0.0	10.75	8281.25	13110.0	5150.415045906304	26526775.145098034	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos003_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	13007.0	4096.0	1953.5	0.0	3.5	70.0	8218.25	11234.5	4436.61230060531	19683528.705882348	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	12368.0	4096.0	2264.5	1.0	15.0	179.25	7838.0	11069.0	4274.351590775919	18270081.521568637	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	12916.0	4096.0	2092.0	0.0	3.0	73.75	8147.0	11383.0	4433.929991398993	19659735.168627467	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14108.0	4096.0	1083.0	0.0	1.0	15.0	8096.75	12917.0	5025.981776298662	25260492.81568625	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos005_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14607.0	4096.0	1354.5	0.0	2.0	17.5	8106.5	12468.0	4862.580844632635	23644692.47058823	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D05_pos005_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14573.0	4096.0	869.5	0.0	0.0	4.0	8157.75	13108.5	5145.076573678921	26471812.949019626	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos001_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14704.0	4096.0	1782.0	55.0	104.5	358.5	6925.25	12684.0	4700.40360052657	22093794.007843144	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos001_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	18529.0	4096.0	246.5	0.0	0.0	2.75	7184.0	15645.0	6034.189098663665	36411438.07843142	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos002_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	15787.0	4096.0	1441.0	18.0	41.0	184.0	6882.75	13611.5	5071.737230312052	25722518.53333336	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos002_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14374.0	4096.0	1026.0	0.0	0.0	10.25	8459.75	12647.0	5039.178403310621	25393318.98039218	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos003_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	16091.0	4096.0	962.5	0.0	4.0	32.0	7609.75	14033.0	5353.875028389051	28663977.81960786	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos003_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14947.0	4096.0	1117.0	0.0	0.5	13.5	8089.25	13268.0	5141.5468192089465	26435503.69411764	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos004_tm_24_ch_Syto9_z_11_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	14435.0	4096.0	1693.5	17.0	44.0	181.75	7202.75	12567.5	4776.224885499299	22812324.156862784	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
18042023_s_Lm_st_L394_p_D06_pos004_tm_24_ch_Syto9_z_21_	256.0	128.5	128.5	1.0	26.5	64.75	192.25	230.5	74.04503134354572	5482.666666666667	17843.0	4096.0	256.0	0.0	0.0	1.75	8127.5	14506.0	5793.615634945953	33565982.1254902	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	255.0	127.5	127.5	0.0	25.5	63.75	191.25	229.5	74.04503134354572	5482.666666666667	L394
