	Unnamed: 0	globalMean	mdiffs	maxdiffs	mindiffs	eigen	sampleName
0	0	500.5447925385975	-44.17986335754394	-15.798577308654783	-111.73390769958496	1.0	14112023--s--Lm--st--L628--p--D06--pos002--tm--24--ch--Syto9--z--21
0	0	403.3453963143485	-38.5692759513855	7.231398582458496	-104.23243236541748	1.0	16052023--s--Lm--st--L455--p--F03--pos001--tm--24--ch--Syto9--z--21
0	0	516.2314816883633	-47.77426743507385	9.321784019470217	-98.08196926116943	1.0	16052023--s--Lm--st--L455--p--G06--pos005--tm--24--ch--Syto9--z--21
0	0	191.21730454762775	-26.755778074264526	11.277261734008787	-85.22339725494385	1.0	23052023--s--Lm--st--19115--p--F09--pos005--tm--24--ch--Syto9--z--21
0	0	318.8164712360927	-54.5588680267334	-1.978570938110352	-240.6626434326172	1.0	30052023--s--Lm--st--L634--p--C09--pos001--tm--24--ch--Syto9--z--21
0	0	604.1901625224522	-48.26682806015015	69.0368881225586	-160.89816188812256	1.0	04072023--s--Lm--st--L1823--p--F06--pos005--tm--24--ch--Syto9--z--21
0	0	616.3245189757574	-53.09478602409363	-15.130566596984863	-124.90724849700928	1.0	04072023--s--Lm--st--L1823--p--F06--pos003--tm--24--ch--Syto9--z--21
0	0	416.41542066846574	-53.71585702896118	-5.902212142944336	-127.86085033416748	1.0	13062023--s--Lm--st--L634--p--D04--pos001--tm--24--ch--Syto9--z--21
0	0	576.617099852789	-37.23592047691345	-10.59034252166748	-107.9294500350952	1.0	14112023--s--Lm--st--L628--p--D07--pos004--tm--24--ch--Syto9--z--21
0	0	90.41859781174432	3.876356649398804	6.872228622436523	1.502605438232422	1.0	14112023--s--Lm--st--L1323--p--B10--pos002--tm--24--ch--Syto9--z--21
0	0	1187.1596574329194	-76.06037225723267	-42.48472023010254	-194.3245658874512	1.0	14112023--s--Lm--st--L455--p--C02--pos003--tm--24--ch--Syto9--z--21
0	0	1234.6416286740985	-87.13867630958558	-22.56249713897705	-116.12768077850342	1.0	07112023--s--Lm--st--L394--p--B04--pos001--tm--24--ch--Syto9--z--21
0	0	659.0163035165696	-44.96647720336914	-18.458109855651852	-121.19300746917725	1.0	07112023--s--Lm--st--L634--p--C08--pos005--tm--24--ch--Syto9--z--21
0	0	489.4983524140857	-37.86596026420593	-3.912776947021485	-150.66479587554932	1.0	07112023--s--Lm--st--L1823--p--F04--pos001--tm--24--ch--Syto9--z--21
0	0	350.98002983274915	-21.67493419647217	59.6452054977417	-45.371535301208496	1.0	16052023--s--Lm--st--L394--p--D06--pos002--tm--24--ch--Syto9--z--21
0	0	171.88009807041712	-26.10659866333008	-0.7008485794067383	-82.74835872650146	1.0	25042023--s--Lm--st--19115--p--C08--pos001--tm--24--ch--Syto9--z--21
0	0	734.7928900491623	-49.38730235099793	21.60158061981201	-253.5798864364624	1.0	28032023--s--Lm--st--L455--p--D08--pos005--tm--24--ch--Syto9--z--21
0	0	323.7178159441267	-41.38082332611084	-4.29374885559082	-118.6233491897583	1.0	30052023--s--Lm--st--L634--p--C10--pos004--tm--24--ch--Syto9--z--21
0	0	621.144675391061	-32.16142296791077	44.46053695678711	-55.55014228820801	1.0	30052023--s--Lm--st--L1764--p--G05--pos003--tm--24--ch--Syto9--z--21
0	0	283.84769076392763	-34.05797715187073	-2.8316516876220703	-79.31850051879883	1.0	04072023--s--Lm--st--L1323--p--C06--pos005--tm--24--ch--Syto9--z--21
0	0	446.26460951850527	-26.210564613342285	35.563188552856445	-44.28533363342285	1.0	16052023--s--Lm--st--L394--p--D03--pos002--tm--24--ch--Syto9--z--21
0	0	173.78167933509462	-11.848448610305786	-2.2617664337158203	-24.685569763183597	1.0	18042023--s--Lm--st--L394--p--C06--pos002--tm--24--ch--Syto9--z--21
